SC_ID,date,hour,value
SC8,2023/11/26,18,443
SC8,2023/11/7,7,0
SC8,2023/11/7,22,3815
SC8,2023/11/27,3,1797
SC8,2023/11/21,20,3446
SC8,2023/11/26,5,655
SC8,2023/11/18,5,1376
SC8,2023/11/18,15,1549
SC8,2023/11/25,10,527
SC8,2023/11/12,11,3540
SC8,2023/11/27,10,562
SC8,2023/11/30,14,2561
SC8,2023/11/11,11,3892
SC8,2023/11/1,12,4067
SC8,2023/11/1,21,5209
SC8,2023/11/21,13,1195
SC8,2023/11/13,0,2874
SC8,2023/11/20,1,2644
SC8,2023/11/25,16,285
SC8,2023/11/10,0,2266
SC8,2023/11/4,22,4091
SC8,2023/11/11,16,4161
SC8,2023/11/6,7,0
SC8,2023/11/8,23,3327
SC8,2023/11/30,22,3360
SC8,2023/11/30,7,0
SC8,2023/11/22,1,2810
SC8,2023/11/23,18,918
SC8,2023/11/8,4,3391
SC8,2023/11/30,5,1226
SC8,2023/11/2,19,2691
SC8,2023/11/19,17,616
SC8,2023/11/9,1,3692
SC8,2023/11/28,15,1163
SC8,2023/11/21,3,2898
SC8,2023/11/24,12,2688
SC8,2023/11/4,7,0
SC8,2023/11/29,11,1021
SC8,2023/11/16,6,111
SC8,2023/11/7,18,468
SC8,2023/11/12,13,4330
SC8,2023/11/3,16,569
SC8,2023/11/12,18,3769
SC8,2023/11/15,4,2477
SC8,2023/11/15,23,3169
SC8,2023/11/8,18,671
SC8,2023/11/16,0,1931
SC8,2023/11/28,7,0
SC8,2023/11/25,12,2170
SC8,2023/11/25,21,3031
SC8,2023/11/26,15,558
SC8,2023/11/8,5,1617
SC8,2023/11/24,10,578
SC8,2023/11/1,17,3695
SC8,2023/11/12,15,1638
SC8,2023/11/4,14,3191
SC8,2023/11/12,21,5215
SC8,2023/11/15,8,0
SC8,2023/11/17,15,1029
SC8,2023/11/19,9,2
SC8,2023/11/27,0,1517
SC8,2023/11/9,3,3407
SC8,2023/11/11,19,3824
SC8,2023/11/3,11,1445
SC8,2023/11/27,11,878
SC8,2023/11/10,7,0
SC8,2023/11/13,5,1238
SC8,2023/11/22,18,887
SC8,2023/11/27,19,2051
SC8,2023/11/9,12,3472
SC8,2023/11/9,0,2435
SC8,2023/11/4,23,3590
SC8,2023/11/20,8,0
SC8,2023/11/23,17,711
SC8,2023/11/16,22,3123
SC8,2023/11/6,1,2995
SC8,2023/11/9,10,965
SC8,2023/11/8,11,1586
SC8,2023/11/30,4,2484
SC8,2023/11/1,7,2053
SC8,2023/11/19,8,0
SC8,2023/11/20,18,377
SC8,2023/11/29,4,2224
SC8,2023/11/2,4,2997
SC8,2023/11/2,13,3444
SC8,2023/11/5,21,4001
SC8,2023/11/24,22,3221
SC8,2023/11/28,13,879
SC8,2023/11/28,0,1981
SC8,2023/11/20,17,1178
SC8,2023/11/26,22,2897
SC8,2023/11/30,1,3254
SC8,2023/11/8,0,2608
SC8,2023/11/14,17,726
SC8,2023/11/20,10,1119
SC8,2023/11/17,12,2924
SC8,2023/11/27,23,3176
SC8,2023/11/13,6,175
SC8,2023/11/23,7,0
SC8,2023/11/8,15,1530
SC8,2023/11/4,6,89
SC8,2023/11/30,0,2155
SC8,2023/11/10,22,4618
SC8,2023/11/23,22,3273
SC8,2023/11/5,16,485
SC8,2023/11/24,17,607
SC8,2023/11/12,5,3092
SC8,2023/11/13,19,2134
SC8,2023/11/29,13,720
SC8,2023/11/28,6,8
SC8,2023/11/21,9,0
SC8,2023/11/18,7,0
SC8,2023/11/27,17,521
SC8,2023/11/23,3,1805
SC8,2023/11/7,3,3094
SC8,2023/11/10,20,4842
SC8,2023/11/6,8,0
SC8,2023/11/18,16,651
SC8,2023/11/26,16,1008
SC8,2023/11/16,2,3278
SC8,2023/11/11,12,3763
SC8,2023/11/19,14,2778
SC8,2023/11/15,13,1128
SC8,2023/11/9,19,2099
SC8,2023/11/15,9,8
SC8,2023/11/30,13,1016
SC8,2023/11/11,17,3723
SC8,2023/11/8,19,2199
SC8,2023/11/7,17,1081
SC8,2023/11/22,8,0
SC8,2023/11/4,0,2867
SC8,2023/11/7,0,2959
SC8,2023/11/3,21,4380
SC8,2023/11/21,22,3551
SC8,2023/11/9,11,1660
SC8,2023/11/14,10,1164
SC8,2023/11/16,8,0
SC8,2023/11/22,10,332
SC8,2023/11/28,1,3139
SC8,2023/11/25,17,626
SC8,2023/11/30,23,2363
SC8,2023/11/2,9,1579
SC8,2023/11/4,1,3665
SC8,2023/11/10,23,3292
SC8,2023/11/9,7,4
SC8,2023/11/1,0,4634
SC8,2023/11/6,18,697
SC8,2023/11/24,7,0
SC8,2023/11/11,10,4624
SC8,2023/11/24,21,3126
SC8,2023/11/20,5,1031
SC8,2023/11/13,3,4014
SC8,2023/11/18,18,436
SC8,2023/11/14,8,0
SC8,2023/11/7,10,974
SC8,2023/11/2,6,990
SC8,2023/11/13,15,1102
SC8,2023/11/14,18,588
SC8,2023/11/1,10,4077
SC8,2023/11/7,19,2315
SC8,2023/11/27,4,1467
SC8,2023/11/23,10,605
SC8,2023/11/16,7,6
SC8,2023/11/21,2,3028
SC8,2023/11/9,17,564
SC8,2023/11/3,19,2246
SC8,2023/11/17,5,1759
SC8,2023/11/8,12,3365
SC8,2023/11/12,12,4473
SC8,2023/11/10,4,2759
SC8,2023/11/19,1,2292
SC8,2023/11/5,1,3526
SC8,2023/11/25,13,824
SC8,2023/11/17,7,2
SC8,2023/11/21,7,1
SC8,2023/11/10,2,3845
SC8,2023/11/26,7,7
SC8,2023/11/9,14,2886
SC8,2023/11/9,21,3863
SC8,2023/11/29,6,6
SC8,2023/11/24,8,0
SC8,2023/11/4,5,2592
SC8,2023/11/11,4,4375
SC8,2023/11/8,14,3459
SC8,2023/11/27,1,3313
SC8,2023/11/24,9,2
SC8,2023/11/2,12,3542
SC8,2023/11/12,14,3687
SC8,2023/11/15,17,876
SC8,2023/11/11,13,4501
SC8,2023/11/11,23,4863
SC8,2023/11/3,23,3199
SC8,2023/11/4,11,941
SC8,2023/11/12,9,2438
SC8,2023/11/28,19,2370
SC8,2023/11/3,8,577
SC8,2023/11/8,9,4
SC8,2023/11/19,7,0
SC8,2023/11/4,19,2597
SC8,2023/11/30,6,4
SC8,2023/11/13,11,2043
SC8,2023/11/19,22,3084
SC8,2023/11/28,11,1085
SC8,2023/11/15,2,3509
SC8,2023/11/11,8,4276
SC8,2023/11/5,8,0
SC8,2023/11/22,9,1
SC8,2023/11/9,15,1431
SC8,2023/11/11,18,3850
SC8,2023/11/27,21,3304
SC8,2023/11/17,16,766
SC8,2023/11/12,6,672
SC8,2023/11/21,17,728
SC8,2023/11/25,11,1369
SC8,2023/11/25,19,2355
SC8,2023/11/8,21,3635
SC8,2023/11/28,14,2205
SC8,2023/11/15,3,3234
SC8,2023/11/13,9,750
SC8,2023/11/1,8,3445
SC8,2023/11/1,18,3435
SC8,2023/11/21,6,55
SC8,2023/11/12,23,4611
SC8,2023/11/19,10,956
SC8,2023/11/14,21,3659
SC8,2023/11/11,3,4560
SC8,2023/11/24,2,2901
SC8,2023/11/22,21,3496
SC8,2023/11/13,22,4263
SC8,2023/11/14,2,4238
SC8,2023/11/5,6,321
SC8,2023/11/22,20,3356
SC8,2023/11/5,3,3386
SC8,2023/11/18,22,3511
SC8,2023/11/25,23,2006
SC8,2023/11/30,11,874
SC8,2023/11/18,13,959
SC8,2023/11/25,8,0
SC8,2023/11/24,18,1039
SC8,2023/11/4,9,679
SC8,2023/11/13,17,1630
SC8,2023/11/18,21,3015
SC8,2023/11/29,23,2346
SC8,2023/11/2,23,4003
SC8,2023/11/16,5,1325
SC8,2023/11/7,23,3409
SC8,2023/11/23,4,1803
SC8,2023/11/24,6,0
SC8,2023/11/10,6,116
SC8,2023/11/26,13,953
SC8,2023/11/22,6,12
SC8,2023/11/9,8,0
SC8,2023/11/26,23,1950
SC8,2023/11/20,6,27
SC8,2023/11/17,14,3306
SC8,2023/11/14,1,3002
SC8,2023/11/28,22,3075
SC8,2023/11/3,15,1445
SC8,2023/11/30,2,2944
SC8,2023/11/13,12,3018
SC8,2023/11/16,16,895
SC8,2023/11/14,20,3804
SC8,2023/11/18,14,3005
SC8,2023/11/20,2,2733
SC8,2023/11/20,20,3082
SC8,2023/11/23,14,2520
SC8,2023/11/22,12,2343
SC8,2023/11/1,20,5307
SC8,2023/11/6,16,912
SC8,2023/11/1,2,4907
SC8,2023/11/3,12,2899
SC8,2023/11/23,0,2156
SC8,2023/11/11,21,5280
SC8,2023/11/29,8,0
SC8,2023/11/15,10,1025
SC8,2023/11/4,16,929
SC8,2023/11/12,10,2494
SC8,2023/11/14,7,0
SC8,2023/11/8,6,108
SC8,2023/11/13,4,2530
SC8,2023/11/27,13,691
SC8,2023/11/10,8,6
SC8,2023/11/21,16,545
SC8,2023/11/28,16,857
SC8,2023/11/29,10,627
SC8,2023/11/5,4,3192
SC8,2023/11/5,23,2738
SC8,2023/11/9,9,9
SC8,2023/11/24,0,2513
