SC_ID,date,hour,value
SC26,2023/11/1,19,314
SC26,2023/11/18,14,380
SC26,2023/11/18,8,436
SC26,2023/11/29,12,211
SC26,2023/11/13,8,613
SC26,2023/11/13,9,559
SC26,2023/11/19,11,246
SC26,2023/11/2,14,740
SC26,2023/11/28,20,17
SC26,2023/11/1,11,163
SC26,2023/11/24,19,46
SC26,2023/11/19,13,375
SC26,2023/11/3,15,321
SC26,2023/11/29,14,326
SC26,2023/11/25,15,364
SC26,2023/11/8,16,386
SC26,2023/11/24,11,145
SC26,2023/11/22,20,26
SC26,2023/11/20,20,13
SC26,2023/11/10,16,375
SC26,2023/11/9,9,528
SC26,2023/11/16,16,310
SC26,2023/11/21,18,409
SC26,2023/11/26,14,305
SC26,2023/11/7,15,430
SC26,2023/11/25,13,311
SC26,2023/11/2,12,268
SC26,2023/11/11,4,1009
SC26,2023/11/30,17,498
SC26,2023/11/4,10,528
SC26,2023/11/10,8,880
SC26,2023/11/18,7,238
SC26,2023/11/3,14,568
SC26,2023/11/30,18,302
SC26,2023/11/19,12,156
SC26,2023/11/10,18,324
SC26,2023/11/16,18,322
SC26,2023/11/24,10,391
SC26,2023/11/1,10,636
SC26,2023/11/20,12,170
SC26,2023/11/8,10,600
SC26,2023/11/12,10,769
SC26,2023/11/5,18,347
SC26,2023/11/6,9,660
SC26,2023/11/11,5,818
SC26,2023/11/22,14,320
SC26,2023/11/14,14,427
SC26,2023/11/20,14,303
SC26,2023/11/2,17,444
SC26,2023/11/7,16,396
SC26,2023/11/2,10,506
SC26,2023/11/29,10,408
SC26,2023/11/23,16,204
SC26,2023/11/29,17,362
SC26,2023/11/5,13,466
SC26,2023/11/27,18,374
SC26,2023/11/23,17,334
SC26,2023/11/16,7,333
SC26,2023/11/21,17,303
SC26,2023/11/10,12,268
SC26,2023/11/16,12,185
SC26,2023/11/12,5,533
SC26,2023/11/8,15,431
SC26,2023/11/24,17,303
SC26,2023/11/20,18,388
SC26,2023/11/23,7,253
SC26,2023/11/13,11,297
SC26,2023/11/13,19,26
SC26,2023/11/27,20,19
SC26,2023/11/16,13,379
SC26,2023/11/26,11,190
SC26,2023/11/21,14,354
SC26,2023/11/26,19,0
SC26,2023/11/14,15,363
SC26,2023/11/9,7,434
SC26,2023/11/17,21,0
SC26,2023/11/5,7,385
SC26,2023/11/19,15,271
SC26,2023/11/27,13,340
SC26,2023/11/26,7,258
SC26,2023/11/14,17,394
SC26,2023/11/20,10,418
SC26,2023/11/16,8,384
SC26,2023/11/21,9,562
SC26,2023/11/9,14,511
SC26,2023/11/20,17,314
SC26,2023/11/22,17,315
SC26,2023/11/14,10,498
SC26,2023/11/17,9,440
SC26,2023/11/26,8,456
SC26,2023/11/8,8,645
SC26,2023/11/6,14,525
SC26,2023/11/5,11,281
SC26,2023/11/12,8,998
SC26,2023/11/7,14,474
SC26,2023/11/22,21,0
SC26,2023/11/12,17,579
SC26,2023/11/8,17,494
SC26,2023/11/13,7,371
SC26,2023/11/14,12,194
SC26,2023/11/5,19,0
SC26,2023/11/1,2,1122
SC26,2023/11/19,21,0
SC26,2023/11/28,18,322
SC26,2023/11/12,16,399
SC26,2023/11/13,12,219
SC26,2023/11/11,15,497
SC26,2023/11/24,20,27
SC26,2023/11/22,12,149
SC26,2023/11/23,21,6
SC26,2023/11/13,18,416
SC26,2023/11/15,11,122
SC26,2023/11/6,8,579
SC26,2023/11/11,14,804
SC26,2023/11/23,18,302
SC26,2023/11/30,15,423
SC26,2023/11/6,7,499
SC26,2023/11/19,10,368
SC26,2023/11/28,15,308
SC26,2023/11/19,17,314
SC26,2023/11/1,8,309
SC26,2023/11/24,8,459
SC26,2023/11/7,7,498
SC26,2023/11/5,16,420
SC26,2023/11/7,18,327
SC26,2023/11/5,14,376
SC26,2023/11/2,19,37
SC26,2023/11/4,15,425
SC26,2023/11/29,13,317
SC26,2023/11/2,13,397
SC26,2023/11/1,17,750
