SC_ID,date,hour,value
SC29,2023/11/3,23,907
SC29,2023/11/15,10,596
SC29,2023/11/4,16,578
SC29,2023/11/17,15,377
SC29,2023/11/21,6,61
SC29,2023/11/22,19,477
SC29,2023/11/13,20,643
SC29,2023/11/25,15,389
SC29,2023/11/2,2,100
SC29,2023/11/19,6,70
SC29,2023/11/1,15,753
SC29,2023/11/29,20,426
SC29,2023/11/6,9,284
SC29,2023/11/11,15,1095
SC29,2023/11/25,23,677
SC29,2023/11/15,17,157
SC29,2023/11/2,12,131
SC29,2023/11/11,13,947
SC29,2023/11/5,18,565
SC29,2023/11/4,14,559
SC29,2023/11/25,13,236
SC29,2023/11/26,11,396
SC29,2023/11/28,14,338
SC29,2023/11/25,19,461
SC29,2023/11/25,4,54
SC29,2023/11/3,13,609
SC29,2023/11/6,13,501
SC29,2023/11/16,3,51
SC29,2023/11/15,14,364
SC29,2023/11/3,5,83
SC29,2023/11/3,15,524
SC29,2023/11/12,16,859
SC29,2023/11/13,21,616
SC29,2023/11/7,17,56
SC29,2023/11/30,2,63
SC29,2023/11/19,23,696
SC29,2023/11/13,12,53
SC29,2023/11/9,21,563
SC29,2023/11/19,9,292
SC29,2023/11/26,18,401
SC29,2023/11/1,6,909
SC29,2023/11/20,8,96
SC29,2023/11/23,17,50
SC29,2023/11/18,18,342
SC29,2023/11/8,3,204
SC29,2023/11/25,0,202
SC29,2023/11/23,23,640
SC29,2023/11/20,19,482
SC29,2023/11/7,13,474
SC29,2023/11/22,11,508
SC29,2023/11/11,0,748
SC29,2023/11/3,0,166
SC29,2023/11/13,2,175
SC29,2023/11/27,14,446
SC29,2023/11/28,2,57
SC29,2023/11/23,0,145
SC29,2023/11/15,9,267
SC29,2023/11/25,12,82
SC29,2023/11/6,1,71
SC29,2023/11/23,13,338
SC29,2023/11/5,17,135
SC29,2023/11/10,9,303
SC29,2023/11/27,3,77
SC29,2023/11/26,5,25
SC29,2023/11/3,18,616
SC29,2023/11/26,16,322
SC29,2023/11/23,3,50
SC29,2023/11/17,18,343
SC29,2023/11/1,3,691
SC29,2023/11/10,2,166
SC29,2023/11/17,1,26
SC29,2023/11/24,5,49
SC29,2023/11/13,16,593
SC29,2023/11/14,19,605
SC29,2023/11/6,5,88
SC29,2023/11/23,4,56
SC29,2023/11/16,9,225
SC29,2023/11/7,4,161
SC29,2023/11/14,11,398
SC29,2023/11/20,11,507
SC29,2023/11/11,9,774
SC29,2023/11/25,5,40
SC29,2023/11/25,21,439
SC29,2023/11/3,21,714
SC29,2023/11/21,2,53
SC29,2023/11/16,6,62
SC29,2023/11/16,2,41
SC29,2023/11/9,19,596
SC29,2023/11/21,0,270
SC29,2023/11/30,20,522
SC29,2023/11/19,4,49
SC29,2023/11/19,13,151
SC29,2023/11/4,2,108
SC29,2023/11/7,23,806
SC29,2023/11/6,15,577
SC29,2023/11/5,10,651
SC29,2023/11/24,6,73
SC29,2023/11/21,20,490
SC29,2023/11/10,3,103
SC29,2023/11/9,15,483
SC29,2023/11/12,3,215
SC29,2023/11/17,16,340
SC29,2023/11/11,21,1176
SC29,2023/11/27,12,191
SC29,2023/11/24,15,419
SC29,2023/11/20,9,263
SC29,2023/11/7,3,179
SC29,2023/11/16,20,493
SC29,2023/11/23,19,487
SC29,2023/11/14,9,300
SC29,2023/11/28,3,46
SC29,2023/11/10,20,852
SC29,2023/11/6,4,103
SC29,2023/11/6,23,870
SC29,2023/11/5,8,36
SC29,2023/11/4,3,110
SC29,2023/11/10,22,1343
SC29,2023/11/7,10,601
SC29,2023/11/16,22,569
SC29,2023/11/17,8,99
SC29,2023/11/13,15,508
SC29,2023/11/10,6,134
SC29,2023/11/21,10,543
SC29,2023/11/9,5,107
SC29,2023/11/11,18,792
SC29,2023/11/5,1,84
SC29,2023/11/21,17,72
SC29,2023/11/20,7,36
SC29,2023/11/10,18,710
SC29,2023/11/12,0,283
SC29,2023/11/18,22,474
SC29,2023/11/4,21,615
SC29,2023/11/5,12,220
SC29,2023/11/28,13,295
SC29,2023/11/28,23,633
SC29,2023/11/17,13,190
SC29,2023/11/21,15,450
SC29,2023/11/30,21,566
SC29,2023/11/8,16,687
SC29,2023/11/4,20,596
SC29,2023/11/2,14,739
SC29,2023/11/27,21,502
SC29,2023/11/23,1,47
SC29,2023/11/14,0,167
SC29,2023/11/30,3,60
SC29,2023/11/22,9,218
SC29,2023/11/4,18,614
SC29,2023/11/17,4,38
SC29,2023/11/7,11,676
SC29,2023/11/2,20,629
SC29,2023/11/1,5,855
SC29,2023/11/21,5,74
SC29,2023/11/15,7,15
SC29,2023/11/19,11,433
SC29,2023/11/9,11,634
SC29,2023/11/21,7,49
SC29,2023/11/27,17,66
SC29,2023/11/27,10,437
SC29,2023/11/21,22,472
SC29,2023/11/1,7,820
SC29,2023/11/18,5,54
SC29,2023/11/30,13,107
SC29,2023/11/3,17,108
SC29,2023/11/24,22,509
SC29,2023/11/27,8,81
SC29,2023/11/5,6,140
SC29,2023/11/25,18,461
SC29,2023/11/28,21,459
SC29,2023/11/3,9,535
SC29,2023/11/17,23,657
SC29,2023/11/30,12,223
SC29,2023/11/13,1,68
SC29,2023/11/28,12,105
SC29,2023/11/18,16,429
SC29,2023/11/27,5,45
SC29,2023/11/3,12,96
SC29,2023/11/20,17,90
SC29,2023/11/16,8,65
SC29,2023/11/21,9,259
SC29,2023/11/26,7,51
SC29,2023/11/28,1,21
SC29,2023/11/30,0,141
SC29,2023/11/13,5,71
SC29,2023/11/7,12,149
SC29,2023/11/2,7,728
SC29,2023/11/8,0,203
SC29,2023/11/27,13,215
SC29,2023/11/22,10,530
SC29,2023/11/14,17,104
SC29,2023/11/30,1,53
SC29,2023/11/18,7,37
SC29,2023/11/28,20,538
SC29,2023/11/24,11,432
SC29,2023/11/11,5,840
SC29,2023/11/1,19,982
SC29,2023/11/1,11,937
SC29,2023/11/20,3,63
SC29,2023/11/29,14,355
SC29,2023/11/24,19,493
SC29,2023/11/29,21,564
SC29,2023/11/12,14,974
SC29,2023/11/22,17,89
SC29,2023/11/23,21,433
SC29,2023/11/30,17,130
SC29,2023/11/8,8,38
SC29,2023/11/28,10,501
SC29,2023/11/14,8,17
SC29,2023/11/16,7,8
SC29,2023/11/2,6,285
SC29,2023/11/12,10,899
SC29,2023/11/22,2,39
SC29,2023/11/23,8,125
SC29,2023/11/12,6,141
SC29,2023/11/25,10,433
SC29,2023/11/14,7,17
SC29,2023/11/23,10,466
SC29,2023/11/9,12,141
SC29,2023/11/25,17,37
SC29,2023/11/3,10,712
SC29,2023/11/30,23,728
SC29,2023/11/1,22,999
