SC_ID,date,hour,value
SC7,2023/11/30,21,1471
SC7,2023/11/4,12,1633
SC7,2023/11/15,23,2415
SC7,2023/11/11,16,1496
SC7,2023/11/26,0,2014
SC7,2023/11/8,22,2844
SC7,2023/11/17,8,0
SC7,2023/11/16,21,1945
SC7,2023/11/19,3,2471
SC7,2023/11/16,14,833
SC7,2023/11/9,16,572
SC7,2023/11/13,17,2212
SC7,2023/11/7,20,2752
SC7,2023/11/10,14,884
SC7,2023/11/18,12,1081
SC7,2023/11/15,1,2887
SC7,2023/11/13,10,984
SC7,2023/11/26,16,993
SC7,2023/11/21,5,1797
SC7,2023/11/30,12,1305
SC7,2023/11/28,12,1122
SC7,2023/11/11,9,3906
SC7,2023/11/10,11,828
SC7,2023/11/22,23,2881
SC7,2023/11/21,15,2471
SC7,2023/11/3,9,436
SC7,2023/11/23,2,2521
SC7,2023/11/5,15,3541
SC7,2023/11/25,9,0
SC7,2023/11/17,23,3054
SC7,2023/11/15,22,2922
SC7,2023/11/3,2,3825
SC7,2023/11/1,14,3487
SC7,2023/11/15,7,0
SC7,2023/11/28,21,1144
SC7,2023/11/25,20,1620
SC7,2023/11/29,18,925
SC7,2023/11/18,0,2306
SC7,2023/11/8,18,1408
SC7,2023/11/15,13,3421
SC7,2023/11/4,7,0
SC7,2023/11/1,12,3649
SC7,2023/11/1,21,3651
SC7,2023/11/20,1,1802
SC7,2023/11/24,21,1828
SC7,2023/11/7,16,914
SC7,2023/11/5,13,3781
SC7,2023/11/7,2,3309
SC7,2023/11/27,22,1925
SC7,2023/11/23,16,660
SC7,2023/11/15,0,2812
SC7,2023/11/20,16,637
SC7,2023/11/27,16,942
SC7,2023/11/9,18,1020
SC7,2023/11/5,5,3025
SC7,2023/11/24,3,1728
SC7,2023/11/22,16,347
SC7,2023/11/14,4,2497
SC7,2023/11/14,13,3175
SC7,2023/11/20,23,2761
SC7,2023/11/16,19,1314
SC7,2023/11/26,21,1527
SC7,2023/11/10,10,459
SC7,2023/11/14,17,1555
SC7,2023/11/21,10,182
SC7,2023/11/7,10,1306
SC7,2023/11/14,8,0
SC7,2023/11/8,7,0
SC7,2023/11/11,20,4371
SC7,2023/11/12,13,5249
SC7,2023/11/24,16,950
SC7,2023/11/1,16,1863
SC7,2023/11/23,13,2837
SC7,2023/11/5,10,1119
SC7,2023/11/8,3,2825
SC7,2023/11/7,21,2666
SC7,2023/11/2,7,883
SC7,2023/11/25,14,1077
SC7,2023/11/23,6,0
SC7,2023/11/19,1,2273
SC7,2023/11/9,22,2725
SC7,2023/11/27,18,730
SC7,2023/11/10,21,4356
SC7,2023/11/5,4,3283
SC7,2023/11/13,8,671
SC7,2023/11/7,5,2444
SC7,2023/11/5,23,3642
SC7,2023/11/10,12,1865
SC7,2023/11/2,10,1657
SC7,2023/11/16,12,1394
SC7,2023/11/17,13,3167
SC7,2023/11/13,1,4187
SC7,2023/11/27,15,2482
SC7,2023/11/21,11,745
SC7,2023/11/21,19,1351
SC7,2023/11/8,1,3115
SC7,2023/11/28,7,0
SC7,2023/11/10,0,3041
SC7,2023/11/12,18,3462
SC7,2023/11/15,4,1761
SC7,2023/11/29,17,1125
SC7,2023/11/1,3,4727
SC7,2023/11/21,17,1413
SC7,2023/11/16,3,2015
SC7,2023/11/26,8,0
SC7,2023/11/27,5,1031
SC7,2023/11/15,14,1577
SC7,2023/11/9,5,2398
SC7,2023/11/9,15,3121
SC7,2023/11/29,0,2466
SC7,2023/11/3,18,1409
SC7,2023/11/5,1,3322
SC7,2023/11/2,0,3354
SC7,2023/11/18,8,0
SC7,2023/11/17,9,0
SC7,2023/11/10,17,1681
SC7,2023/11/12,1,4167
SC7,2023/11/16,10,315
SC7,2023/11/25,1,2895
SC7,2023/11/22,4,1726
SC7,2023/11/22,13,2777
SC7,2023/11/3,5,4022
SC7,2023/11/4,17,1386
SC7,2023/11/30,9,1
SC7,2023/11/20,6,0
SC7,2023/11/16,5,2191
SC7,2023/11/16,15,2526
SC7,2023/11/16,17,1461
SC7,2023/11/23,12,1400
SC7,2023/11/29,22,2457
SC7,2023/11/29,7,0
SC7,2023/11/30,17,977
SC7,2023/11/18,1,2058
SC7,2023/11/29,8,0
SC7,2023/11/8,17,1696
SC7,2023/11/22,12,1515
SC7,2023/11/22,21,2205
SC7,2023/11/11,3,4399
SC7,2023/11/1,20,3825
SC7,2023/11/27,7,0
SC7,2023/11/18,21,2081
SC7,2023/11/17,4,2093
SC7,2023/11/4,21,2892
SC7,2023/11/10,15,2661
SC7,2023/11/14,6,47
SC7,2023/11/6,0,1575
SC7,2023/11/26,4,1638
SC7,2023/11/18,23,3251
SC7,2023/11/26,23,2589
SC7,2023/11/22,6,567
SC7,2023/11/18,13,3151
SC7,2023/11/9,8,0
SC7,2023/11/27,3,2514
SC7,2023/11/8,15,3490
SC7,2023/11/13,11,2157
SC7,2023/11/30,19,1320
SC7,2023/11/19,7,0
SC7,2023/11/4,19,2609
SC7,2023/11/10,5,2285
SC7,2023/11/24,1,2608
SC7,2023/11/4,15,4086
SC7,2023/11/20,14,1122
SC7,2023/11/2,19,2525
SC7,2023/11/12,4,4378
SC7,2023/11/14,14,1041
SC7,2023/11/6,2,3385
SC7,2023/11/29,10,144
SC7,2023/11/29,11,743
SC7,2023/11/8,4,2579
SC7,2023/11/15,3,2607
SC7,2023/11/13,9,666
SC7,2023/11/14,16,1027
SC7,2023/11/23,20,1731
SC7,2023/11/26,12,1359
SC7,2023/11/5,18,1328
SC7,2023/11/11,5,3099
SC7,2023/11/12,22,3974
SC7,2023/11/30,20,1872
SC7,2023/11/19,13,2988
SC7,2023/11/13,21,2979
SC7,2023/11/17,17,1573
SC7,2023/11/11,22,5237
SC7,2023/11/6,21,2344
SC7,2023/11/25,18,992
SC7,2023/11/4,10,1472
SC7,2023/11/3,7,14
SC7,2023/11/15,16,663
SC7,2023/11/9,6,115
SC7,2023/11/6,14,1184
SC7,2023/11/23,21,1720
SC7,2023/11/26,1,2367
SC7,2023/11/28,17,937
SC7,2023/11/12,8,2722
SC7,2023/11/28,10,277
SC7,2023/11/30,10,216
SC7,2023/11/8,8,0
SC7,2023/11/19,2,2761
SC7,2023/11/15,6,519
SC7,2023/11/13,18,2354
SC7,2023/11/7,12,2039
SC7,2023/11/5,9,605
SC7,2023/11/2,22,3926
SC7,2023/11/19,20,1624
SC7,2023/11/14,11,717
SC7,2023/11/20,11,848
SC7,2023/11/5,17,1538
SC7,2023/11/14,23,3223
SC7,2023/11/26,9,0
SC7,2023/11/10,19,834
SC7,2023/11/2,3,4125
SC7,2023/11/7,15,3278
SC7,2023/11/20,13,2838
SC7,2023/11/21,12,1364
SC7,2023/11/21,21,1731
SC7,2023/11/6,6,0
SC7,2023/11/16,11,992
SC7,2023/11/20,15,2262
SC7,2023/11/10,13,3465
SC7,2023/11/16,23,3841
SC7,2023/11/20,4,1826
SC7,2023/11/29,3,2462
SC7,2023/11/18,9,0
SC7,2023/11/22,5,979
SC7,2023/11/7,6,66
SC7,2023/11/27,20,1523
SC7,2023/11/21,14,864
SC7,2023/11/18,19,1147
SC7,2023/11/14,19,2590
SC7,2023/11/26,11,708
SC7,2023/11/26,19,1202
SC7,2023/11/17,1,2621
SC7,2023/11/6,20,2038
SC7,2023/11/22,14,921
SC7,2023/11/2,17,3378
SC7,2023/11/17,12,1614
SC7,2023/11/16,4,1906
SC7,2023/11/13,3,4241
SC7,2023/11/10,23,3992
SC7,2023/11/1,0,7047
SC7,2023/11/21,9,0
SC7,2023/11/27,4,1651
SC7,2023/11/27,23,2251
SC7,2023/11/17,19,1252
SC7,2023/11/13,0,4538
SC7,2023/11/30,7,0
SC7,2023/11/22,1,2678
SC7,2023/11/17,10,304
SC7,2023/11/26,3,2251
SC7,2023/11/20,17,1313
SC7,2023/11/12,0,4653
SC7,2023/11/17,11,690
SC7,2023/11/26,17,1121
SC7,2023/11/11,12,3611
SC7,2023/11/26,7,0
SC7,2023/11/8,0,3403
SC7,2023/11/16,8,0
SC7,2023/11/13,6,205
SC7,2023/11/27,6,1
SC7,2023/11/29,1,2633
SC7,2023/11/18,17,1622
SC7,2023/11/27,11,751
SC7,2023/11/23,17,1515
SC7,2023/11/10,6,4
SC7,2023/11/10,7,0
SC7,2023/11/16,7,0
SC7,2023/11/3,21,2680
SC7,2023/11/1,11,3528
SC7,2023/11/3,15,2579
SC7,2023/11/29,14,1330
SC7,2023/11/1,19,3127
SC7,2023/11/11,0,4279
SC7,2023/11/1,6,1882
SC7,2023/11/7,23,4042
SC7,2023/11/6,5,2159
SC7,2023/11/20,19,1258
SC7,2023/11/23,4,1709
SC7,2023/11/25,22,2278
SC7,2023/11/19,18,990
SC7,2023/11/18,22,2267
SC7,2023/11/6,15,3299
SC7,2023/11/27,14,828
SC7,2023/11/16,9,0
SC7,2023/11/22,19,1957
SC7,2023/11/10,4,2558
SC7,2023/11/10,8,0
SC7,2023/11/30,15,2729
SC7,2023/11/9,1,2798
SC7,2023/11/6,7,0
SC7,2023/11/23,18,905
SC7,2023/11/8,13,3940
SC7,2023/11/30,1,2148
SC7,2023/11/22,10,197
SC7,2023/11/4,1,3758
SC7,2023/11/19,17,1390
SC7,2023/11/12,23,4285
SC7,2023/11/28,5,1727
SC7,2023/11/2,21,2632
SC7,2023/11/29,19,1286
SC7,2023/11/4,5,2363
SC7,2023/11/23,15,2395
SC7,2023/11/7,22,2808
SC7,2023/11/23,22,2685
SC7,2023/11/24,17,1087
SC7,2023/11/13,19,2441
SC7,2023/11/17,14,1163
SC7,2023/11/26,13,2770
SC7,2023/11/16,6,0
SC7,2023/11/27,2,2545
SC7,2023/11/16,13,3284
SC7,2023/11/1,1,3510
SC7,2023/11/21,16,679
SC7,2023/11/18,4,1741
SC7,2023/11/21,4,1311
SC7,2023/11/21,13,3019
SC7,2023/11/10,16,703
SC7,2023/11/9,20,3022
SC7,2023/11/5,6,274
SC7,2023/11/9,7,0
SC7,2023/11/6,3,3063
SC7,2023/11/20,2,2856
SC7,2023/11/7,13,3511
SC7,2023/11/24,6,133
SC7,2023/11/14,15,1474
SC7,2023/11/20,5,1366
SC7,2023/11/24,0,1923
SC7,2023/11/22,15,2582
SC7,2023/11/18,11,941
SC7,2023/11/11,18,2923
SC7,2023/11/25,0,1780
SC7,2023/11/10,9,148
SC7,2023/11/13,2,3988
SC7,2023/11/23,14,1196
SC7,2023/11/12,17,3275
SC7,2023/11/21,0,2255
SC7,2023/11/30,2,2568
SC7,2023/11/2,14,1427
SC7,2023/11/19,4,1868
SC7,2023/11/19,23,2476
SC7,2023/11/12,3,4669
SC7,2023/11/24,11,563
SC7,2023/11/28,2,2959
SC7,2023/11/12,16,1090
SC7,2023/11/25,15,2842
SC7,2023/11/25,21,1959
SC7,2023/11/15,9,2
SC7,2023/11/14,5,2335
SC7,2023/11/17,21,1855
SC7,2023/11/19,0,2312
SC7,2023/11/11,15,4492
SC7,2023/11/25,3,2069
SC7,2023/11/24,20,1794
SC7,2023/11/23,23,2682
SC7,2023/11/21,3,2349
SC7,2023/11/14,1,3461
SC7,2023/11/3,16,1194
SC7,2023/11/30,11,655
SC7,2023/11/3,8,943
SC7,2023/11/1,8,3199
SC7,2023/11/29,4,1603
SC7,2023/11/8,5,2227
SC7,2023/11/15,20,2703
SC7,2023/11/19,22,1794
SC7,2023/11/5,3,3246
SC7,2023/11/9,14,1142
SC7,2023/11/13,12,2271
SC7,2023/11/20,20,1752
SC7,2023/11/22,20,1592
SC7,2023/11/14,10,833
SC7,2023/11/25,5,1874
SC7,2023/11/26,22,2222
SC7,2023/11/18,7,485
SC7,2023/11/30,3,2217
SC7,2023/11/2,20,3948
SC7,2023/11/7,11,816
SC7,2023/11/29,2,2957
SC7,2023/11/12,7,1232
SC7,2023/11/7,4,3105
SC7,2023/11/3,0,3637
SC7,2023/11/22,11,444
SC7,2023/11/13,20,3303
SC7,2023/11/3,20,3606
SC7,2023/11/11,2,4885
SC7,2023/11/25,2,2727
SC7,2023/11/30,8,0
SC7,2023/11/6,12,1844
SC7,2023/11/10,1,3019
SC7,2023/11/19,16,487
SC7,2023/11/20,8,0
SC7,2023/11/3,1,3619
SC7,2023/11/23,5,1055
SC7,2023/11/27,1,1966
SC7,2023/11/8,14,1116
SC7,2023/11/15,10,362
SC7,2023/11/24,12,1276
SC7,2023/11/19,14,1213
SC7,2023/11/28,22,1953
SC7,2023/11/6,8,0
SC7,2023/11/8,23,4132
SC7,2023/11/24,8,0
SC7,2023/11/8,10,727
SC7,2023/11/14,12,1521
SC7,2023/11/24,2,2675
SC7,2023/11/2,18,2524
SC7,2023/11/10,3,2848
SC7,2023/11/17,3,2209
SC7,2023/11/16,1,2004
SC7,2023/11/15,5,1662
SC7,2023/11/15,15,2464
SC7,2023/11/25,4,1400
SC7,2023/11/25,13,3063
SC7,2023/11/29,12,1309
SC7,2023/11/17,20,2046
SC7,2023/11/19,12,1509
SC7,2023/11/3,4,3791
SC7,2023/11/11,23,5537
SC7,2023/11/2,12,3223
SC7,2023/11/11,4,4067
SC7,2023/11/23,1,2114
SC7,2023/11/19,21,1892
SC7,2023/11/28,18,857
SC7,2023/11/4,18,1426
SC7,2023/11/30,18,789
SC7,2023/11/3,14,1152
SC7,2023/11/22,0,2525
SC7,2023/11/15,19,1716
SC7,2023/11/21,22,2404
SC7,2023/11/16,2,3115
SC7,2023/11/6,22,2665
SC7,2023/11/5,14,637
SC7,2023/11/30,5,1802
SC7,2023/11/28,15,2099
SC7,2023/11/10,2,3555
SC7,2023/11/23,3,1872
SC7,2023/11/9,11,767
SC7,2023/11/21,7,0
SC7,2023/11/7,18,1448
SC7,2023/11/19,10,140
SC7,2023/11/2,11,2796
SC7,2023/11/10,20,3724
SC7,2023/11/17,18,1337
SC7,2023/11/18,16,493
SC7,2023/11/27,8,0
SC7,2023/11/9,19,1403
SC7,2023/11/27,10,225
SC7,2023/11/7,3,3307
SC7,2023/11/28,11,937
SC7,2023/11/28,19,1469
SC7,2023/11/11,8,3966
SC7,2023/11/4,11,545
SC7,2023/11/3,3,3803
SC7,2023/11/20,12,1395
SC7,2023/11/20,21,2056
SC7,2023/11/13,22,3870
SC7,2023/11/12,10,2873
SC7,2023/11/13,7,512
SC7,2023/11/19,6,0
SC7,2023/11/14,9,50
SC7,2023/11/23,19,1265
SC7,2023/11/25,16,921
SC7,2023/11/16,0,2303
SC7,2023/11/30,16,433
