SC_ID,date,value
SC2,2023/11/3,14357
SC2,2023/8/11,6892
SC2,2023/8/15,8232
SC2,2023/9/5,8178
SC2,2023/9/23,7781
SC2,2023/9/21,8618
SC2,2023/9/27,8252
SC2,2023/10/19,7966
SC2,2023/8/31,8402
SC2,2023/11/15,9697
SC2,2023/9/29,6557
SC2,2023/10/2,5414
SC2,2023/8/9,7963
SC2,2023/10/4,6124
SC2,2023/11/18,8216
SC2,2023/9/7,10154
SC2,2023/9/22,8007
SC2,2023/9/30,6278
SC2,2023/11/26,6498
SC2,2023/11/19,6819
SC2,2023/8/25,7531
SC2,2023/8/29,7966
SC2,2023/11/14,10701
SC2,2023/8/3,6858
SC2,2023/10/16,7604
SC2,2023/8/6,5685
SC2,2023/10/14,7174
SC2,2023/8/13,5741
SC2,2023/10/25,21053
SC2,2023/8/1,6957
SC2,2023/8/27,6711
SC2,2023/10/20,7566
SC2,2023/11/28,7441
SC2,2023/10/27,11100
SC2,2023/9/16,7403
SC2,2023/9/28,7162
SC2,2023/10/30,9491
SC2,2023/11/13,12344
SC2,2023/10/17,7976
SC2,2023/10/1,6483
SC2,2023/9/3,7705
SC2,2023/8/16,7793
SC2,2023/11/25,7410
SC2,2023/8/10,7372
SC2,2023/11/5,11082
SC2,2023/11/10,14065
SC2,2023/11/24,7607
SC2,2023/11/17,8780
SC2,2023/9/19,8828
SC2,2023/11/12,23197
SC2,2023/10/15,6953
SC2,2023/9/1,10461
SC2,2023/10/18,7900
SC2,2023/8/26,6866
SC2,2023/10/28,9306
SC2,2023/10/9,8624
SC2,2023/8/17,8422
SC2,2023/8/12,6190
SC2,2023/8/14,7273
SC2,2023/9/8,9274
SC2,2023/10/5,7014
SC2,2023/11/23,7785
SC2,2023/10/10,8499
SC2,2023/9/25,9647
SC2,2023/11/29,7417
SC2,2023/10/26,11387
SC2,2023/10/23,9203
SC2,2023/8/19,7224
SC2,2023/10/7,8521
SC2,2023/8/4,6656
SC2,2023/10/8,8471
SC2,2023/9/14,7997
SC2,2023/9/12,8209
SC2,2023/11/6,13009
SC2,2023/11/9,11224
SC2,2023/8/18,8051
SC2,2023/9/24,7450
SC2,2023/10/6,7168
SC2,2023/9/10,7026
SC2,2023/9/20,8152
SC2,2023/9/18,7960
SC2,2023/10/3,5754
SC2,2023/8/24,7506
SC2,2023/10/29,8387
SC2,2023/9/4,8794
SC2,2023/9/11,8041
SC2,2023/11/2,17654
SC2,2023/10/21,6288
SC2,2023/11/11,38966
SC2,2023/9/17,7439
SC2,2023/8/7,6528
SC2,2023/10/31,12055
SC2,2023/10/22,5621
SC2,2023/8/21,8173
SC2,2023/11/30,8600
SC2,2023/11/27,7721
SC2,2023/11/1,36593
SC2,2023/9/6,9979
SC2,2023/8/23,7853
SC2,2023/11/21,7951
SC2,2023/8/20,7084
SC2,2023/8/22,7743
SC2,2023/8/2,7052
SC2,2023/9/26,9881
SC2,2023/11/7,11790
SC2,2023/11/8,12570
SC2,2023/8/5,6075
SC2,2023/10/11,8094
SC2,2023/10/24,18595
SC2,2023/9/9,9132
SC2,2023/10/12,7979
SC2,2023/11/4,13068
SC2,2023/11/20,8530
SC2,2023/8/8,7591
SC2,2023/11/22,7849
SC2,2023/11/16,9823
SC2,2023/8/30,8051
SC2,2023/9/13,8080
SC2,2023/9/2,8714
SC2,2023/10/13,7576
SC2,2023/8/28,8504
SC2,2023/9/15,7832
