SC_ID,date,value
SC55,2023/11/30,3289
SC55,2023/8/11,3839
SC55,2023/9/3,3969
SC55,2023/9/29,2996
SC55,2023/11/19,3483
SC55,2023/10/22,2868
SC55,2023/9/21,3365
SC55,2023/11/23,3065
SC55,2023/11/5,4163
SC55,2023/8/25,3608
SC55,2023/8/16,4374
SC55,2023/8/19,3690
SC55,2023/11/13,4782
SC55,2023/10/30,4327
SC55,2023/9/13,3473
SC55,2023/9/27,3309
SC55,2023/11/18,3661
SC55,2023/8/12,3847
SC55,2023/10/3,2735
SC55,2023/11/1,11897
SC55,2023/8/18,3709
SC55,2023/11/10,4270
SC55,2023/11/26,2926
SC55,2023/8/4,4153
SC55,2023/11/12,8914
SC55,2023/11/7,4872
SC55,2023/8/13,3470
SC55,2023/9/1,3909
SC55,2023/8/22,3700
SC55,2023/10/14,3203
SC55,2023/11/24,3050
SC55,2023/9/11,3605
SC55,2023/10/11,3318
SC55,2023/10/9,3516
SC55,2023/8/7,3934
SC55,2023/8/8,3710
SC55,2023/8/2,4038
SC55,2023/9/19,3589
SC55,2023/8/31,4179
SC55,2023/8/21,3951
SC55,2023/9/7,4214
SC55,2023/8/26,3612
SC55,2023/11/9,4264
SC55,2023/8/3,4130
SC55,2023/11/21,3248
SC55,2023/9/2,3917
SC55,2023/11/17,3968
SC55,2023/10/13,3233
SC55,2023/9/20,3401
SC55,2023/10/5,3162
SC55,2023/10/17,3241
SC55,2023/10/25,5950
SC55,2023/11/16,3928
SC55,2023/10/16,3370
SC55,2023/11/14,4094
SC55,2023/8/10,3866
SC55,2023/8/27,3713
SC55,2023/9/25,3626
SC55,2023/9/30,3105
SC55,2023/11/4,4748
SC55,2023/11/6,4062
SC55,2023/10/21,3000
SC55,2023/9/23,3277
SC55,2023/10/26,4486
SC55,2023/8/1,3987
SC55,2023/8/9,3931
SC55,2023/9/12,3631
SC55,2023/8/6,3864
SC55,2023/11/28,3154
SC55,2023/10/19,3045
SC55,2023/8/29,3908
SC55,2023/10/18,3216
SC55,2023/9/4,4245
SC55,2023/9/26,3657
SC55,2023/8/28,3932
SC55,2023/11/29,3167
SC55,2023/11/27,3214
SC55,2023/10/2,2783
SC55,2023/11/15,3750
SC55,2023/9/14,3496
SC55,2023/8/30,3860
SC55,2023/10/7,3634
SC55,2023/8/14,3899
SC55,2023/10/1,2929
SC55,2023/10/15,3072
SC55,2023/10/23,3139
SC55,2023/11/11,13813
SC55,2023/11/20,3543
SC55,2023/10/27,4991
SC55,2023/8/5,4144
SC55,2023/8/20,3744
SC55,2023/8/23,3548
SC55,2023/11/8,4274
SC55,2023/9/6,4070
SC55,2023/9/8,3903
SC55,2023/10/10,3344
SC55,2023/10/24,8830
SC55,2023/10/8,3575
SC55,2023/11/22,3036
SC55,2023/8/17,3785
SC55,2023/10/28,4124
SC55,2023/8/15,4041
SC55,2023/9/24,3313
SC55,2023/10/20,4257
SC55,2023/9/16,3473
SC55,2023/9/5,3963
SC55,2023/9/9,3786
SC55,2023/8/24,3578
SC55,2023/11/25,3045
SC55,2023/11/3,4522
SC55,2023/9/28,2981
SC55,2023/9/22,3297
SC55,2023/9/15,3735
SC55,2023/9/10,3485
SC55,2023/9/18,3548
SC55,2023/9/17,3316
SC55,2023/11/2,5563
SC55,2023/10/29,3968
SC55,2023/10/31,3803
SC55,2023/10/4,2848
SC55,2023/10/12,3264
SC55,2023/10/6,3236
