SC_ID,date,value
SC22,2023/8/28,7110
SC22,2023/10/8,8501
SC22,2023/11/15,11674
SC22,2023/8/4,5715
SC22,2023/9/5,6345
SC22,2023/10/11,7897
SC22,2023/10/16,7021
SC22,2023/10/14,7331
SC22,2023/8/21,7251
SC22,2023/9/1,7208
SC22,2023/8/14,5850
SC22,2023/10/5,6751
SC22,2023/8/1,5867
SC22,2023/9/14,6478
SC22,2023/10/7,8689
SC22,2023/11/6,27006
SC22,2023/11/4,9704
SC22,2023/10/1,6056
SC22,2023/9/27,7308
SC22,2023/9/24,8429
SC22,2023/11/28,7545
SC22,2023/8/30,7938
SC22,2023/9/20,6439
SC22,2023/8/20,6639
SC22,2023/8/27,6852
SC22,2023/8/3,6078
SC22,2023/11/21,7778
SC22,2023/8/18,5909
SC22,2023/10/30,6906
SC22,2023/9/12,6444
SC22,2023/8/26,6450
SC22,2023/11/5,10955
SC22,2023/10/10,8109
SC22,2023/8/11,5565
SC22,2023/11/19,9281
SC22,2023/9/18,6052
SC22,2023/11/27,7863
SC22,2023/9/23,8172
SC22,2023/8/31,7558
SC22,2023/8/8,5616
SC22,2023/11/12,28835
SC22,2023/9/28,6233
SC22,2023/8/17,5992
SC22,2023/8/16,6054
SC22,2023/11/14,13785
SC22,2023/9/26,7995
SC22,2023/8/15,5847
SC22,2023/10/22,6748
SC22,2023/11/18,10382
SC22,2023/10/17,6745
SC22,2023/11/10,16009
SC22,2023/11/20,8172
SC22,2023/8/24,6685
SC22,2023/9/13,6596
SC22,2023/11/29,7713
SC22,2023/8/6,5763
SC22,2023/10/6,7536
SC22,2023/10/26,8024
SC22,2023/8/2,6045
SC22,2023/11/11,31020
SC22,2023/11/25,8484
SC22,2023/9/11,6102
SC22,2023/10/2,5750
SC22,2023/9/15,6469
SC22,2023/9/8,5938
SC22,2023/9/29,6093
SC22,2023/10/28,7672
SC22,2023/11/24,8483
SC22,2023/11/3,9861
SC22,2023/8/23,6460
SC22,2023/9/22,6851
SC22,2023/10/27,7418
SC22,2023/9/4,6629
SC22,2023/8/19,6238
SC22,2023/8/7,5582
SC22,2023/11/26,8333
SC22,2023/10/24,12183
SC22,2023/11/13,25479
SC22,2023/8/10,6035
SC22,2023/11/2,10242
SC22,2023/8/13,5560
SC22,2023/11/9,11653
SC22,2023/9/7,6437
SC22,2023/9/19,5922
SC22,2023/10/29,7220
SC22,2023/10/18,6511
SC22,2023/10/3,5830
SC22,2023/10/23,7893
SC22,2023/9/17,6372
SC22,2023/8/22,6354
SC22,2023/11/7,13022
SC22,2023/9/16,6751
SC22,2023/9/10,5951
SC22,2023/10/20,6706
SC22,2023/10/4,6034
SC22,2023/10/12,7453
SC22,2023/8/5,5715
SC22,2023/10/31,10554
SC22,2023/9/9,6369
SC22,2023/11/17,10344
SC22,2023/10/25,8899
SC22,2023/11/1,18342
SC22,2023/10/19,6135
SC22,2023/10/15,7060
SC22,2023/11/23,8185
SC22,2023/9/3,6690
SC22,2023/9/25,8487
SC22,2023/8/25,6084
SC22,2023/10/13,7071
SC22,2023/9/21,6742
SC22,2023/9/6,6192
SC22,2023/8/12,5736
SC22,2023/11/16,11365
SC22,2023/8/9,6369
SC22,2023/9/30,6247
SC22,2023/11/8,12164
SC22,2023/10/21,6966
SC22,2023/11/30,9578
SC22,2023/10/9,8595
SC22,2023/8/29,7399
SC22,2023/9/2,7383
SC22,2023/11/22,8083
