SC_ID,date,value
SC51,2023/11/29,11471
SC51,2023/10/30,11049
SC51,2023/9/14,11328
SC51,2023/9/6,11841
SC51,2023/11/16,12649
SC51,2023/8/18,9809
SC51,2023/9/17,11171
SC51,2023/8/26,9998
SC51,2023/11/7,13792
SC51,2023/8/23,9997
SC51,2023/8/21,9499
SC51,2023/11/15,13104
SC51,2023/8/3,9403
SC51,2023/11/17,12964
SC51,2023/8/20,9505
SC51,2023/10/28,12462
SC51,2023/8/7,8561
SC51,2023/9/16,11624
SC51,2023/10/14,10296
SC51,2023/9/15,11424
SC51,2023/11/10,13804
SC51,2023/11/13,19071
SC51,2023/9/23,11901
SC51,2023/11/2,19488
SC51,2023/8/10,9262
SC51,2023/11/1,22116
SC51,2023/11/9,14586
SC51,2023/10/17,10486
SC51,2023/10/1,8757
SC51,2023/11/4,15144
SC51,2023/9/3,10928
SC51,2023/11/25,10942
SC51,2023/8/28,9669
SC51,2023/9/28,11656
SC51,2023/10/5,8395
SC51,2023/11/3,16458
SC51,2023/10/16,9866
SC51,2023/10/8,10453
SC51,2023/9/20,11807
SC51,2023/9/22,12509
SC51,2023/10/3,7390
SC51,2023/11/6,13339
SC51,2023/10/23,9932
SC51,2023/9/26,12851
SC51,2023/9/29,9022
SC51,2023/9/24,11838
SC51,2023/9/7,12231
SC51,2023/10/31,12295
SC51,2023/9/13,11473
SC51,2023/10/7,9755
SC51,2023/10/13,10725
SC51,2023/11/23,11048
SC51,2023/8/6,8871
SC51,2023/11/18,12114
SC51,2023/10/15,10028
SC51,2023/10/10,10879
SC51,2023/10/25,15652
SC51,2023/11/26,10246
SC51,2023/10/18,10674
SC51,2023/8/15,9353
SC51,2023/9/5,11268
SC51,2023/10/12,10438
SC51,2023/8/14,8476
SC51,2023/11/19,11151
SC51,2023/11/11,24346
SC51,2023/11/30,11278
SC51,2023/9/12,10991
SC51,2023/8/25,10574
SC51,2023/9/27,12601
SC51,2023/9/1,11220
SC51,2023/8/31,11061
SC51,2023/8/4,9645
SC51,2023/8/11,9110
SC51,2023/8/1,9574
SC51,2023/10/24,15082
SC51,2023/9/18,11107
SC51,2023/11/24,11398
SC51,2023/11/27,10976
SC51,2023/9/9,11255
SC51,2023/9/4,10870
SC51,2023/8/19,9962
SC51,2023/8/13,8487
SC51,2023/9/21,11985
SC51,2023/10/19,10397
SC51,2023/9/2,12294
SC51,2023/9/8,11996
SC51,2023/11/22,11690
SC51,2023/11/5,14649
SC51,2023/9/19,11595
SC51,2023/8/9,9478
SC51,2023/10/11,10544
SC51,2023/10/6,9367
SC51,2023/9/25,12036
SC51,2023/11/14,14909
SC51,2023/10/2,7732
SC51,2023/10/21,10874
SC51,2023/8/17,9672
SC51,2023/8/22,10184
SC51,2023/8/8,8950
SC51,2023/8/24,10128
SC51,2023/9/11,10419
SC51,2023/11/20,10838
SC51,2023/8/27,9613
SC51,2023/11/21,11498
SC51,2023/8/30,10551
SC51,2023/8/16,9778
SC51,2023/11/28,11333
SC51,2023/10/22,9684
SC51,2023/10/9,10861
SC51,2023/11/8,13961
SC51,2023/10/4,7830
SC51,2023/8/5,9401
SC51,2023/8/12,9202
SC51,2023/9/10,10982
SC51,2023/10/27,13009
SC51,2023/8/2,10043
SC51,2023/10/20,11062
SC51,2023/8/29,10584
SC51,2023/10/26,12629
SC51,2023/10/29,11821
SC51,2023/9/30,9001
SC51,2023/11/12,24234
