SC_ID,date,value
SC17,2023/9/25,21458
SC17,2023/8/30,17927
SC17,2023/9/11,18387
SC17,2023/11/21,18803
SC17,2023/11/18,18668
SC17,2023/8/20,18107
SC17,2023/9/29,18254
SC17,2023/10/7,17322
SC17,2023/8/25,18619
SC17,2023/9/22,22893
SC17,2023/8/3,17128
SC17,2023/11/25,17703
SC17,2023/11/3,23899
SC17,2023/11/19,18474
SC17,2023/9/9,20002
SC17,2023/10/3,15108
SC17,2023/11/7,21661
SC17,2023/8/22,17966
SC17,2023/11/27,16995
SC17,2023/9/16,22476
SC17,2023/10/16,17110
SC17,2023/11/5,21579
SC17,2023/11/28,18729
SC17,2023/9/10,18914
SC17,2023/9/13,20525
SC17,2023/9/28,21255
SC17,2023/10/9,18917
SC17,2023/9/15,22065
SC17,2023/10/1,18020
SC17,2023/8/5,16515
SC17,2023/9/5,18722
SC17,2023/8/9,15939
SC17,2023/9/2,21410
SC17,2023/10/8,17819
SC17,2023/9/23,21951
SC17,2023/10/23,16668
SC17,2023/11/14,23164
SC17,2023/8/26,18931
SC17,2023/10/24,26514
SC17,2023/10/6,16674
SC17,2023/8/19,18150
SC17,2023/10/4,15596
SC17,2023/11/17,19250
SC17,2023/11/20,17757
SC17,2023/8/29,18680
SC17,2023/8/27,16619
SC17,2023/8/7,14172
SC17,2023/8/10,15906
SC17,2023/11/1,40597
SC17,2023/10/18,17887
SC17,2023/11/10,20639
SC17,2023/10/14,16491
SC17,2023/8/13,13650
SC17,2023/8/18,16991
SC17,2023/9/18,20073
SC17,2023/11/2,29164
SC17,2023/11/26,17108
SC17,2023/10/27,19835
SC17,2023/9/7,20547
SC17,2023/9/3,19274
SC17,2023/9/30,19652
SC17,2023/10/12,18310
SC17,2023/9/14,20135
SC17,2023/11/16,21258
SC17,2023/11/12,36879
SC17,2023/10/31,19053
SC17,2023/10/15,16851
SC17,2023/9/4,17800
SC17,2023/11/22,19206
SC17,2023/11/24,18876
SC17,2023/9/19,22419
SC17,2023/10/19,17193
SC17,2023/10/20,17568
SC17,2023/10/5,15794
SC17,2023/11/30,18907
SC17,2023/9/21,21817
SC17,2023/8/21,17849
SC17,2023/10/28,20242
SC17,2023/8/28,15966
SC17,2023/11/15,20511
SC17,2023/8/31,18474
SC17,2023/11/23,18802
SC17,2023/8/4,16876
SC17,2023/9/20,21544
SC17,2023/10/22,15909
SC17,2023/10/25,24045
SC17,2023/8/16,17562
SC17,2023/11/6,21294
SC17,2023/8/2,17204
SC17,2023/11/4,24241
SC17,2023/8/11,15704
SC17,2023/10/11,18615
SC17,2023/10/13,17408
SC17,2023/9/24,21964
SC17,2023/9/1,18625
SC17,2023/11/29,18634
SC17,2023/11/9,22587
SC17,2023/8/8,15376
SC17,2023/10/26,20709
SC17,2023/11/8,22647
SC17,2023/8/17,18106
SC17,2023/8/15,16351
SC17,2023/9/26,22744
SC17,2023/8/14,16892
SC17,2023/9/12,18835
SC17,2023/10/17,16913
SC17,2023/8/23,18277
SC17,2023/10/2,15816
SC17,2023/8/24,18204
SC17,2023/11/11,45478
SC17,2023/9/27,23417
SC17,2023/11/13,26222
SC17,2023/10/29,18233
SC17,2023/9/17,19953
SC17,2023/10/10,19511
SC17,2023/9/6,19613
SC17,2023/9/8,20013
SC17,2023/10/30,17495
SC17,2023/8/6,15834
SC17,2023/8/1,17057
SC17,2023/10/21,17087
SC17,2023/8/12,15911
