SC_ID,date,value
SC5,2023/9/11,19487
SC5,2023/11/12,52569
SC5,2023/9/21,22268
SC5,2023/9/15,21583
SC5,2023/8/18,19275
SC5,2023/9/12,19730
SC5,2023/10/12,20327
SC5,2023/10/16,19368
SC5,2023/9/20,22780
SC5,2023/11/26,18758
SC5,2023/8/10,17759
SC5,2023/11/29,21384
SC5,2023/10/25,32946
SC5,2023/8/31,20612
SC5,2023/9/24,22960
SC5,2023/8/13,16540
SC5,2023/11/8,29132
SC5,2023/9/18,20383
SC5,2023/8/22,18567
SC5,2023/11/24,23009
SC5,2023/10/14,19679
SC5,2023/9/17,22358
SC5,2023/8/7,16484
SC5,2023/8/4,17962
SC5,2023/11/4,29330
SC5,2023/9/29,20263
SC5,2023/10/23,19828
SC5,2023/10/30,21896
SC5,2023/10/11,21752
SC5,2023/8/20,17963
SC5,2023/8/11,17849
SC5,2023/10/15,19845
SC5,2023/10/13,21051
SC5,2023/11/25,20778
SC5,2023/10/18,20685
SC5,2023/10/10,19752
SC5,2023/11/10,31097
SC5,2023/8/25,19789
SC5,2023/9/3,22637
SC5,2023/9/4,20304
SC5,2023/10/8,20085
SC5,2023/10/4,15505
SC5,2023/10/27,27364
SC5,2023/10/7,18689
SC5,2023/10/2,14078
SC5,2023/9/30,17579
SC5,2023/9/8,22191
SC5,2023/11/6,27332
SC5,2023/8/12,18119
SC5,2023/9/2,24677
SC5,2023/8/30,19778
SC5,2023/10/26,25888
SC5,2023/9/5,21269
SC5,2023/11/18,23825
SC5,2023/9/6,22981
SC5,2023/8/19,19138
SC5,2023/9/13,20527
SC5,2023/8/3,18118
SC5,2023/9/23,23459
SC5,2023/11/9,27967
SC5,2023/11/17,24825
SC5,2023/10/17,19767
SC5,2023/9/27,23309
SC5,2023/11/30,21505
SC5,2023/11/7,27097
SC5,2023/10/19,20744
SC5,2023/10/1,16767
SC5,2023/11/27,21558
SC5,2023/8/21,18664
SC5,2023/8/2,19548
SC5,2023/10/6,19434
SC5,2023/8/26,19225
SC5,2023/10/9,21679
SC5,2023/8/9,17748
SC5,2023/8/8,17446
SC5,2023/9/9,21153
SC5,2023/11/14,27302
SC5,2023/9/19,21483
SC5,2023/11/5,27827
SC5,2023/8/17,18330
SC5,2023/10/29,23660
SC5,2023/11/20,23155
SC5,2023/8/29,19618
SC5,2023/9/10,21752
SC5,2023/11/15,25701
SC5,2023/10/5,16103
SC5,2023/9/1,22342
SC5,2023/8/6,16182
SC5,2023/8/16,19614
SC5,2023/8/14,16767
SC5,2023/8/15,17445
SC5,2023/8/28,18647
SC5,2023/10/3,14005
SC5,2023/10/31,24214
SC5,2023/11/2,43534
SC5,2023/11/21,21485
SC5,2023/11/13,33405
SC5,2023/9/26,24048
SC5,2023/8/24,19286
SC5,2023/11/11,59809
SC5,2023/8/5,17867
SC5,2023/8/27,18764
SC5,2023/9/25,23489
SC5,2023/11/16,24763
SC5,2023/11/1,54378
SC5,2023/11/22,22995
SC5,2023/8/1,17298
SC5,2023/9/14,22477
SC5,2023/10/24,31484
SC5,2023/11/3,30675
SC5,2023/10/21,20352
SC5,2023/11/23,22077
SC5,2023/9/28,21342
SC5,2023/10/28,25401
SC5,2023/11/19,22541
SC5,2023/11/28,21005
SC5,2023/10/20,22284
SC5,2023/9/7,24872
SC5,2023/9/22,23123
SC5,2023/10/22,19810
SC5,2023/9/16,22184
SC5,2023/8/23,19045
