SC_ID,date,value
SC21,2023/11/25,2366
SC21,2023/9/7,2922
SC21,2023/10/29,3226
SC21,2023/9/2,3074
SC21,2023/9/30,1851
SC21,2023/10/14,1999
SC21,2023/10/21,2551
SC21,2023/11/7,3169
SC21,2023/9/12,2386
SC21,2023/11/10,3457
SC21,2023/11/9,2578
SC21,2023/8/11,1926
SC21,2023/8/30,1798
SC21,2023/8/1,1938
SC21,2023/10/19,2116
SC21,2023/10/23,2460
SC21,2023/11/4,3751
SC21,2023/10/13,2198
SC21,2023/9/27,3390
SC21,2023/8/24,2055
SC21,2023/11/5,3147
SC21,2023/8/14,1352
SC21,2023/10/28,3463
SC21,2023/8/19,1896
SC21,2023/10/6,1725
SC21,2023/11/17,2522
SC21,2023/10/3,1186
SC21,2023/8/28,1578
SC21,2023/8/13,1356
SC21,2023/10/26,2456
SC21,2023/11/20,1598
SC21,2023/8/18,2135
SC21,2023/11/8,2882
SC21,2023/11/22,1673
SC21,2023/10/11,1988
SC21,2023/11/18,1978
SC21,2023/10/31,3021
SC21,2023/11/24,2408
SC21,2023/11/30,2091
SC21,2023/10/30,2358
SC21,2023/9/1,2998
SC21,2023/8/27,1484
SC21,2023/9/10,1957
SC21,2023/8/7,1405
SC21,2023/9/25,2690
SC21,2023/8/4,2524
SC21,2023/10/9,1697
SC21,2023/10/4,1320
SC21,2023/10/8,1689
SC21,2023/8/22,1578
SC21,2023/11/21,1667
SC21,2023/9/29,2042
SC21,2023/9/28,2801
SC21,2023/10/25,3511
SC21,2023/9/9,2740
SC21,2023/11/3,4832
SC21,2023/11/1,6319
SC21,2023/8/5,2019
SC21,2023/10/10,1753
SC21,2023/8/26,2039
SC21,2023/8/25,2680
SC21,2023/10/24,3931
SC21,2023/11/28,1956
SC21,2023/9/20,2864
SC21,2023/9/5,2035
SC21,2023/11/15,2921
SC21,2023/10/22,1633
SC21,2023/8/31,1662
SC21,2023/9/15,3242
SC21,2023/9/11,2008
SC21,2023/9/8,3199
SC21,2023/9/3,2627
SC21,2023/11/26,2019
SC21,2023/8/3,1512
SC21,2023/11/14,4710
SC21,2023/9/14,2295
SC21,2023/9/23,3105
SC21,2023/8/9,1396
SC21,2023/11/2,4542
SC21,2023/9/4,2058
SC21,2023/10/27,3825
SC21,2023/9/18,1910
SC21,2023/11/29,1846
SC21,2023/9/17,2307
SC21,2023/10/20,3469
SC21,2023/9/24,2649
SC21,2023/11/11,6811
SC21,2023/10/2,1252
SC21,2023/11/27,1913
SC21,2023/10/18,1650
SC21,2023/8/17,1682
SC21,2023/8/23,1606
SC21,2023/8/8,1461
SC21,2023/8/16,1478
SC21,2023/10/7,1849
SC21,2023/11/13,4909
SC21,2023/8/29,1801
SC21,2023/10/5,1514
SC21,2023/8/21,1481
SC21,2023/11/6,2537
SC21,2023/9/22,2904
SC21,2023/10/17,2200
SC21,2023/9/16,2873
SC21,2023/8/2,1765
SC21,2023/11/16,2256
SC21,2023/10/12,1731
SC21,2023/9/13,2044
SC21,2023/8/10,1523
SC21,2023/8/20,1510
SC21,2023/10/16,1536
SC21,2023/8/15,1522
SC21,2023/9/19,2961
SC21,2023/9/21,2873
SC21,2023/9/26,3165
SC21,2023/9/6,2090
SC21,2023/8/6,1556
SC21,2023/11/12,6167
SC21,2023/8/12,1812
SC21,2023/11/19,1538
SC21,2023/11/23,1633
SC21,2023/10/15,1762
SC21,2023/10/1,1627
