SC_ID,date,value
SC4,2023/10/9,23496
SC4,2023/11/27,20774
SC4,2023/10/27,21982
SC4,2023/9/28,21796
SC4,2023/8/27,20063
SC4,2023/11/24,21245
SC4,2023/10/19,20588
SC4,2023/8/4,17762
SC4,2023/11/28,20204
SC4,2023/10/1,18497
SC4,2023/9/30,19501
SC4,2023/10/26,24172
SC4,2023/9/12,22126
SC4,2023/8/19,18795
SC4,2023/10/13,20912
SC4,2023/10/24,28382
SC4,2023/10/22,20195
SC4,2023/9/26,27073
SC4,2023/11/12,44611
SC4,2023/9/10,20490
SC4,2023/11/18,25130
SC4,2023/11/16,27183
SC4,2023/9/6,24621
SC4,2023/11/11,46224
SC4,2023/8/31,21919
SC4,2023/10/14,20529
SC4,2023/11/22,22663
SC4,2023/10/6,19023
SC4,2023/9/25,22992
SC4,2023/10/30,21589
SC4,2023/9/24,24150
SC4,2023/9/21,23037
SC4,2023/8/24,20569
SC4,2023/11/6,25346
SC4,2023/11/19,23331
SC4,2023/8/28,20041
SC4,2023/9/13,21208
SC4,2023/11/25,21127
SC4,2023/11/3,27618
SC4,2023/8/11,16594
SC4,2023/11/26,19621
SC4,2023/11/17,26440
SC4,2023/9/23,23975
SC4,2023/11/4,24670
SC4,2023/9/29,22199
SC4,2023/9/4,21505
SC4,2023/8/15,17329
SC4,2023/9/5,22709
SC4,2023/8/23,19254
SC4,2023/10/15,20304
SC4,2023/10/7,20650
SC4,2023/10/4,18281
SC4,2023/10/18,21198
SC4,2023/10/3,16874
SC4,2023/10/23,19465
SC4,2023/8/21,19812
SC4,2023/11/15,29969
SC4,2023/10/25,27759
SC4,2023/9/9,21980
SC4,2023/8/5,17443
SC4,2023/11/9,25787
SC4,2023/9/3,22733
SC4,2023/8/9,17260
SC4,2023/9/2,24271
SC4,2023/9/17,21541
SC4,2023/9/15,21518
SC4,2023/10/8,22952
SC4,2023/8/7,16266
SC4,2023/10/29,21596
SC4,2023/8/26,21441
SC4,2023/9/1,23035
SC4,2023/11/23,21360
SC4,2023/9/11,20035
SC4,2023/8/8,16650
SC4,2023/9/18,21893
SC4,2023/10/28,23193
SC4,2023/8/22,19489
SC4,2023/9/14,22307
SC4,2023/10/5,18353
SC4,2023/9/19,22498
SC4,2023/8/13,16368
SC4,2023/10/21,21326
SC4,2023/8/29,20844
SC4,2023/11/2,31414
SC4,2023/11/20,22344
SC4,2023/8/12,17248
SC4,2023/9/8,22216
SC4,2023/8/16,18687
SC4,2023/8/20,18603
SC4,2023/11/10,24167
SC4,2023/8/2,17955
SC4,2023/8/6,16725
SC4,2023/10/2,18400
SC4,2023/9/22,23626
SC4,2023/8/25,18862
SC4,2023/8/1,17932
SC4,2023/8/10,17040
SC4,2023/9/16,23133
SC4,2023/11/5,24277
SC4,2023/10/20,21295
SC4,2023/10/11,24019
SC4,2023/10/17,20637
SC4,2023/10/31,25273
SC4,2023/10/12,21978
SC4,2023/11/8,26577
SC4,2023/10/10,24801
SC4,2023/11/7,26056
SC4,2023/8/17,18147
SC4,2023/9/7,23217
SC4,2023/8/30,22059
SC4,2023/11/30,21342
SC4,2023/11/29,21652
SC4,2023/9/20,23002
SC4,2023/11/13,35644
SC4,2023/11/14,26394
SC4,2023/9/27,23975
SC4,2023/8/14,16946
SC4,2023/8/18,18019
SC4,2023/11/21,24600
SC4,2023/10/16,20537
SC4,2023/11/1,40819
SC4,2023/8/3,17464
