SC_ID,date,hour,value
SC27,2023/11/8,18,414
SC27,2023/11/16,18,259
SC27,2023/11/13,4,139
SC27,2023/11/15,11,417
SC27,2023/11/16,15,165
SC27,2023/11/16,19,513
SC27,2023/11/22,0,38
SC27,2023/11/7,18,463
SC27,2023/11/6,22,397
SC27,2023/11/8,23,619
SC27,2023/11/13,9,211
SC27,2023/11/28,15,124
SC27,2023/11/4,18,627
SC27,2023/11/25,14,184
SC27,2023/11/20,0,38
SC27,2023/11/19,12,17
SC27,2023/11/15,19,356
SC27,2023/11/14,0,189
SC27,2023/11/3,14,511
SC27,2023/11/23,21,350
SC27,2023/11/12,8,553
SC27,2023/11/28,10,270
SC27,2023/11/11,14,792
SC27,2023/11/15,13,102
SC27,2023/11/28,7,0
SC27,2023/11/28,22,237
SC27,2023/11/11,16,511
SC27,2023/11/4,22,444
SC27,2023/11/19,14,131
SC27,2023/11/1,12,364
SC27,2023/11/4,7,37
SC27,2023/11/29,15,207
SC27,2023/11/12,6,174
SC27,2023/11/13,13,491
SC27,2023/11/6,17,45
SC27,2023/11/7,8,212
SC27,2023/11/14,14,319
SC27,2023/11/15,0,1
SC27,2023/11/20,22,227
SC27,2023/11/13,23,559
SC27,2023/11/14,22,450
SC27,2023/11/19,17,7
SC27,2023/11/23,8,110
SC27,2023/11/2,15,413
SC27,2023/11/22,22,276
SC27,2023/11/4,15,481
SC27,2023/11/29,11,284
SC27,2023/11/19,10,232
SC27,2023/11/1,8,686
SC27,2023/11/14,13,251
SC27,2023/11/7,15,277
SC27,2023/11/22,13,123
SC27,2023/11/6,10,258
SC27,2023/11/25,23,458
SC27,2023/11/3,23,732
SC27,2023/11/23,18,173
SC27,2023/11/30,15,152
SC27,2023/11/12,4,245
SC27,2023/11/21,21,213
SC27,2023/11/26,9,65
SC27,2023/11/22,23,449
SC27,2023/11/17,20,359
SC27,2023/11/19,21,277
SC27,2023/11/7,21,416
SC27,2023/11/28,17,4
SC27,2023/11/25,16,145
SC27,2023/11/24,21,200
SC27,2023/11/15,23,473
SC27,2023/11/1,21,662
SC27,2023/11/8,9,211
SC27,2023/11/4,11,440
SC27,2023/11/4,19,430
SC27,2023/11/9,22,291
SC27,2023/11/16,11,306
SC27,2023/11/19,0,19
SC27,2023/11/28,18,388
SC27,2023/11/19,20,130
SC27,2023/11/27,16,197
SC27,2023/11/20,13,149
SC27,2023/11/21,12,34
SC27,2023/11/10,11,463
SC27,2023/11/10,18,415
SC27,2023/11/27,9,101
SC27,2023/11/2,5,48
SC27,2023/11/30,17,28
SC27,2023/11/29,17,14
SC27,2023/11/29,10,236
SC27,2023/11/7,16,319
SC27,2023/11/5,13,297
SC27,2023/11/6,20,264
SC27,2023/11/2,10,503
SC27,2023/11/22,14,222
SC27,2023/11/26,23,622
SC27,2023/11/1,1,525
SC27,2023/11/2,17,103
SC27,2023/11/18,13,148
SC27,2023/11/8,8,251
SC27,2023/11/9,8,191
SC27,2023/11/10,12,18
SC27,2023/11/13,8,130
SC27,2023/11/6,0,18
SC27,2023/11/17,14,211
SC27,2023/11/23,16,152
SC27,2023/11/10,21,933
SC27,2023/11/10,15,278
SC27,2023/11/5,20,305
SC27,2023/11/29,19,341
SC27,2023/11/8,13,289
SC27,2023/11/12,23,761
SC27,2023/11/16,0,45
SC27,2023/11/18,23,452
SC27,2023/11/5,14,288
SC27,2023/11/1,9,745
SC27,2023/11/26,13,124
SC27,2023/11/14,15,185
SC27,2023/11/16,23,640
SC27,2023/11/3,13,414
SC27,2023/11/29,21,298
SC27,2023/11/15,10,226
SC27,2023/11/28,19,297
SC27,2023/11/24,18,209
SC27,2023/11/8,14,354
SC27,2023/11/15,17,6
SC27,2023/11/11,23,670
SC27,2023/11/3,16,267
SC27,2023/11/2,21,688
SC27,2023/11/5,23,566
SC27,2023/11/30,18,275
SC27,2023/11/24,12,32
SC27,2023/11/29,12,82
SC27,2023/11/2,12,206
SC27,2023/11/17,6,0
SC27,2023/11/11,4,607
SC27,2023/11/21,16,186
SC27,2023/11/3,8,155
SC27,2023/11/19,22,228
SC27,2023/11/24,8,136
SC27,2023/11/2,19,700
SC27,2023/11/2,11,483
SC27,2023/11/17,21,156
SC27,2023/11/12,2,194
SC27,2023/11/19,15,144
SC27,2023/11/19,19,508
SC27,2023/11/11,13,789
SC27,2023/11/4,16,385
SC27,2023/11/16,21,284
SC27,2023/11/16,12,117
SC27,2023/11/25,17,15
SC27,2023/11/11,17,569
SC27,2023/11/10,14,304
SC27,2023/11/18,12,21
SC27,2023/11/27,18,214
SC27,2023/11/20,14,168
SC27,2023/11/30,22,244
SC27,2023/11/13,10,329
SC27,2023/11/1,3,617
SC27,2023/11/20,11,388
SC27,2023/11/2,14,506
SC27,2023/11/19,13,121
SC27,2023/11/25,0,79
SC27,2023/11/7,13,336
SC27,2023/11/23,13,123
SC27,2023/11/5,10,303
SC27,2023/11/22,19,385
SC27,2023/11/24,9,90
SC27,2023/11/27,0,30
SC27,2023/11/11,11,872
SC27,2023/11/7,23,472
SC27,2023/11/10,23,864
SC27,2023/11/18,11,349
SC27,2023/11/24,11,327
SC27,2023/11/1,11,694
SC27,2023/11/3,0,49
SC27,2023/11/6,15,317
SC27,2023/11/13,20,333
SC27,2023/11/25,15,147
SC27,2023/11/30,20,296
SC27,2023/11/6,9,158
SC27,2023/11/10,0,1
SC27,2023/11/12,18,353
SC27,2023/11/23,23,431
SC27,2023/11/22,11,368
SC27,2023/11/2,0,41
SC27,2023/11/10,17,316
SC27,2023/11/27,15,111
SC27,2023/11/30,11,379
SC27,2023/11/13,12,84
SC27,2023/11/11,15,729
SC27,2023/11/9,23,522
