SC_ID,date,hour,value
SC10,2023/11/8,14,184
SC10,2023/11/25,6,260
SC10,2023/11/8,6,798
SC10,2023/11/12,6,623
SC10,2023/11/20,20,4997
SC10,2023/11/20,6,0
SC10,2023/11/17,14,351
SC10,2023/11/21,5,2078
SC10,2023/11/30,21,4976
SC10,2023/11/26,2,1592
SC10,2023/11/18,20,4815
SC10,2023/11/14,3,2551
SC10,2023/11/15,12,593
SC10,2023/11/9,13,832
SC10,2023/11/17,7,0
SC10,2023/11/17,22,5488
SC10,2023/11/18,2,2067
SC10,2023/11/29,21,5010
SC10,2023/11/18,14,240
SC10,2023/11/14,20,5487
SC10,2023/11/27,1,1916
SC10,2023/11/12,14,1241
SC10,2023/11/19,11,1613
SC10,2023/11/1,9,1535
SC10,2023/11/27,8,0
SC10,2023/11/9,9,0
SC10,2023/11/10,16,709
SC10,2023/11/22,2,2071
SC10,2023/11/20,2,2093
SC10,2023/11/22,3,1942
SC10,2023/11/5,6,0
SC10,2023/11/21,18,1050
SC10,2023/11/22,20,5011
SC10,2023/11/29,12,860
SC10,2023/11/15,17,570
SC10,2023/11/11,13,2445
SC10,2023/11/30,12,754
SC10,2023/11/15,7,0
SC10,2023/11/17,1,820
SC10,2023/11/25,4,1493
SC10,2023/11/17,23,4206
SC10,2023/11/28,21,4691
SC10,2023/11/4,12,921
SC10,2023/11/17,13,818
SC10,2023/11/15,22,5046
SC10,2023/11/3,6,655
SC10,2023/11/2,16,1018
SC10,2023/11/19,5,1896
SC10,2023/11/19,15,0
SC10,2023/11/1,23,4200
SC10,2023/11/28,12,1298
SC10,2023/11/5,22,3504
SC10,2023/11/11,6,539
SC10,2023/11/6,19,3063
SC10,2023/11/23,9,0
SC10,2023/11/8,2,2198
SC10,2023/11/24,13,362
SC10,2023/11/12,20,5395
SC10,2023/11/24,4,1887
SC10,2023/11/13,14,1200
SC10,2023/11/1,4,2915
SC10,2023/11/1,13,2574
SC10,2023/11/6,2,2358
SC10,2023/11/5,4,1976
SC10,2023/11/9,3,1236
SC10,2023/11/3,9,2088
SC10,2023/11/13,1,1973
SC10,2023/11/6,10,1751
SC10,2023/11/20,22,4961
SC10,2023/11/20,13,795
SC10,2023/11/23,8,0
SC10,2023/11/14,7,424
SC10,2023/11/14,22,5667
SC10,2023/11/20,7,0
SC10,2023/11/16,8,0
SC10,2023/11/3,19,2734
SC10,2023/11/15,8,0
SC10,2023/11/7,9,761
SC10,2023/11/21,1,1586
SC10,2023/11/14,2,2879
SC10,2023/11/21,8,0
SC10,2023/11/9,23,3543
SC10,2023/11/6,11,774
SC10,2023/11/17,0,4196
SC10,2023/11/5,0,2405
SC10,2023/11/26,20,4769
SC10,2023/11/12,2,2477
SC10,2023/11/21,6,679
SC10,2023/11/19,9,0
SC10,2023/11/11,19,2211
SC10,2023/11/3,13,1844
SC10,2023/11/3,23,4717
SC10,2023/11/11,23,5656
SC10,2023/11/9,4,1855
SC10,2023/11/25,13,898
SC10,2023/11/19,19,2675
SC10,2023/11/28,16,0
SC10,2023/11/3,4,2136
SC10,2023/11/30,16,0
SC10,2023/11/2,21,4744
SC10,2023/11/17,6,1178
SC10,2023/11/4,16,1043
SC10,2023/11/29,16,0
SC10,2023/11/8,20,4855
SC10,2023/11/24,23,4409
SC10,2023/11/24,9,0
SC10,2023/11/2,12,2256
SC10,2023/11/9,20,4747
SC10,2023/11/15,0,4096
SC10,2023/11/17,5,3259
SC10,2023/11/6,20,5030
SC10,2023/11/23,16,0
SC10,2023/11/11,9,2159
SC10,2023/11/27,9,0
SC10,2023/11/10,18,2014
SC10,2023/11/22,22,4727
SC10,2023/11/22,7,0
SC10,2023/11/13,13,1637
SC10,2023/11/13,23,4425
SC10,2023/11/30,0,3264
SC10,2023/11/9,8,0
SC10,2023/11/26,13,613
SC10,2023/11/7,8,0
SC10,2023/11/6,17,0
SC10,2023/11/21,16,0
SC10,2023/11/1,1,1514
SC10,2023/11/26,23,4154
SC10,2023/11/16,15,0
SC10,2023/11/14,6,0
SC10,2023/11/16,5,2504
SC10,2023/11/22,6,451
SC10,2023/11/25,23,4052
SC10,2023/11/11,4,2326
SC10,2023/11/29,5,1769
SC10,2023/11/29,15,0
SC10,2023/11/26,4,1456
SC10,2023/11/10,5,2410
SC10,2023/11/24,1,2343
SC10,2023/11/18,23,4729
SC10,2023/11/18,13,1128
SC10,2023/11/6,0,2451
SC10,2023/11/25,9,0
SC10,2023/11/20,14,370
SC10,2023/11/25,2,2089
SC10,2023/11/6,12,383
SC10,2023/11/30,8,0
SC10,2023/11/24,14,648
SC10,2023/11/16,16,0
SC10,2023/11/3,8,2014
SC10,2023/11/19,7,0
SC10,2023/11/28,19,2661
SC10,2023/11/1,18,3306
SC10,2023/11/15,10,1209
SC10,2023/11/28,6,55
SC10,2023/11/21,15,0
SC10,2023/11/14,8,1597
SC10,2023/11/16,7,0
SC10,2023/11/20,3,2079
SC10,2023/11/15,21,4444
SC10,2023/11/30,1,2147
SC10,2023/11/10,15,366
SC10,2023/11/23,17,171
SC10,2023/11/2,6,507
SC10,2023/11/13,15,1289
SC10,2023/11/23,10,1213
SC10,2023/11/26,18,1296
SC10,2023/11/20,8,0
SC10,2023/11/22,8,0
SC10,2023/11/27,11,1556
SC10,2023/11/28,0,3029
SC10,2023/11/9,10,1578
SC10,2023/11/25,21,4885
SC10,2023/11/11,12,1240
SC10,2023/11/21,2,1959
SC10,2023/11/26,5,2030
SC10,2023/11/6,1,1603
SC10,2023/11/9,17,0
SC10,2023/11/15,9,959
SC10,2023/11/11,21,5285
SC10,2023/11/6,3,1389
SC10,2023/11/26,14,466
SC10,2023/11/10,6,809
SC10,2023/11/17,11,1930
SC10,2023/11/18,17,300
SC10,2023/11/27,6,309
SC10,2023/11/26,10,816
SC10,2023/11/25,19,3027
SC10,2023/11/3,11,213
SC10,2023/11/8,12,493
SC10,2023/11/28,2,1509
SC10,2023/11/14,17,2390
SC10,2023/11/4,1,2651
SC10,2023/11/27,4,1630
SC10,2023/11/27,23,4896
SC10,2023/11/26,7,0
SC10,2023/11/28,1,2033
SC10,2023/11/8,22,3508
SC10,2023/11/4,8,1671
SC10,2023/11/16,18,1456
SC10,2023/11/2,15,503
SC10,2023/11/27,13,781
SC10,2023/11/22,17,112
SC10,2023/11/18,0,3221
SC10,2023/11/20,16,0
SC10,2023/11/10,14,211
SC10,2023/11/15,1,1084
SC10,2023/11/12,0,4720
SC10,2023/11/13,6,733
SC10,2023/11/20,10,1163
SC10,2023/11/10,8,0
SC10,2023/11/2,5,2689
SC10,2023/11/27,19,2625
SC10,2023/11/16,22,5071
SC10,2023/11/4,0,2190
SC10,2023/11/10,1,1596
SC10,2023/11/5,20,4487
SC10,2023/11/17,15,0
SC10,2023/11/23,20,5061
SC10,2023/11/22,16,0
SC10,2023/11/13,17,2377
SC10,2023/11/18,12,1024
SC10,2023/11/18,21,4622
SC10,2023/11/26,12,797
SC10,2023/11/18,18,1721
SC10,2023/11/26,21,4787
SC10,2023/11/16,14,325
SC10,2023/11/23,0,4909
SC10,2023/11/18,4,2026
SC10,2023/11/17,19,2657
SC10,2023/11/9,2,2169
SC10,2023/11/29,1,2026
SC10,2023/11/26,22,3970
SC10,2023/11/26,17,278
SC10,2023/11/18,10,1054
SC10,2023/11/23,21,5075
SC10,2023/11/2,7,366
SC10,2023/11/18,15,0
SC10,2023/11/24,3,1190
SC10,2023/11/5,3,2824
SC10,2023/11/12,21,5092
SC10,2023/11/18,22,4840
SC10,2023/11/14,10,843
SC10,2023/11/8,0,2750
SC10,2023/11/18,7,0
SC10,2023/11/14,18,3064
SC10,2023/11/8,15,0
SC10,2023/11/1,10,2180
SC10,2023/11/29,19,2994
SC10,2023/11/12,13,1823
SC10,2023/11/11,20,5901
SC10,2023/11/1,14,2330
SC10,2023/11/8,5,2217
SC10,2023/11/12,15,1508
SC10,2023/11/30,19,3010
SC10,2023/11/19,22,3952
SC10,2023/11/28,11,1512
SC10,2023/11/4,11,675
