SC_ID,date,hour,value
SC4,2023/11/3,8,0
SC4,2023/11/28,19,1716
SC4,2023/11/29,21,1397
SC4,2023/11/29,10,91
SC4,2023/11/22,3,1506
SC4,2023/11/20,20,1949
SC4,2023/11/5,6,0
SC4,2023/11/3,18,926
SC4,2023/11/10,3,1043
SC4,2023/11/11,18,1493
SC4,2023/11/7,9,0
SC4,2023/11/21,1,727
SC4,2023/11/5,1,562
SC4,2023/11/21,10,92
SC4,2023/11/21,17,41
SC4,2023/11/15,14,262
SC4,2023/11/9,15,0
SC4,2023/11/18,20,2219
SC4,2023/11/21,8,0
SC4,2023/11/8,13,1304
SC4,2023/11/8,23,4634
SC4,2023/11/13,9,408
SC4,2023/11/30,5,1387
SC4,2023/11/12,4,2120
SC4,2023/11/19,10,93
SC4,2023/11/1,8,1399
SC4,2023/11/29,11,898
SC4,2023/11/5,14,49
SC4,2023/11/28,5,1490
SC4,2023/11/13,8,0
SC4,2023/11/27,18,1055
SC4,2023/11/23,16,0
SC4,2023/11/5,4,2128
SC4,2023/11/19,3,859
SC4,2023/11/9,9,0
SC4,2023/11/8,20,2052
SC4,2023/11/24,4,2002
SC4,2023/11/19,5,1351
SC4,2023/11/17,0,1023
SC4,2023/11/24,13,975
SC4,2023/11/3,6,121
SC4,2023/11/22,20,2268
SC4,2023/11/6,11,831
SC4,2023/11/5,7,0
SC4,2023/11/1,4,3037
SC4,2023/11/8,2,847
SC4,2023/11/21,18,1370
SC4,2023/11/6,7,0
SC4,2023/11/23,18,1083
SC4,2023/11/12,23,3360
SC4,2023/11/1,23,3245
SC4,2023/11/28,18,877
SC4,2023/11/25,18,995
SC4,2023/11/16,3,645
SC4,2023/11/27,7,0
SC4,2023/11/5,5,1956
SC4,2023/11/6,19,1554
SC4,2023/11/12,20,2252
SC4,2023/11/20,18,1244
SC4,2023/11/22,18,999
SC4,2023/11/1,17,770
SC4,2023/11/24,8,0
SC4,2023/11/2,11,772
SC4,2023/11/19,17,12
SC4,2023/11/7,20,1744
SC4,2023/11/5,15,0
SC4,2023/11/27,22,1660
SC4,2023/11/18,21,1853
SC4,2023/11/8,14,265
SC4,2023/11/19,19,1798
SC4,2023/11/25,13,872
SC4,2023/11/27,1,750
SC4,2023/11/15,10,64
SC4,2023/11/14,16,696
SC4,2023/11/26,21,1406
SC4,2023/11/5,0,2453
SC4,2023/11/26,20,1750
SC4,2023/11/3,14,373
SC4,2023/11/17,2,606
SC4,2023/11/17,20,1850
SC4,2023/11/20,3,728
SC4,2023/11/15,21,1677
SC4,2023/11/17,22,2412
SC4,2023/11/26,2,745
SC4,2023/11/18,2,975
SC4,2023/11/9,23,4559
SC4,2023/11/10,16,0
SC4,2023/11/29,19,1745
SC4,2023/11/17,23,4631
SC4,2023/11/14,0,1540
SC4,2023/11/2,19,1422
SC4,2023/11/28,15,0
SC4,2023/11/4,15,0
SC4,2023/11/15,19,1419
SC4,2023/11/18,14,433
SC4,2023/11/16,16,360
SC4,2023/11/30,21,1643
SC4,2023/11/3,9,0
SC4,2023/11/28,12,657
SC4,2023/11/17,8,0
SC4,2023/11/17,4,4349
SC4,2023/11/17,13,854
SC4,2023/11/21,3,771
SC4,2023/11/16,0,1408
SC4,2023/11/8,0,832
SC4,2023/11/12,0,3515
SC4,2023/11/25,11,899
SC4,2023/11/9,5,1816
SC4,2023/11/23,9,0
SC4,2023/11/29,16,0
SC4,2023/11/11,6,552
SC4,2023/11/1,13,2005
SC4,2023/11/25,6,70
SC4,2023/11/2,16,432
SC4,2023/11/12,2,1700
SC4,2023/11/13,14,1192
SC4,2023/11/24,23,3346
SC4,2023/11/25,5,1357
SC4,2023/11/3,15,0
SC4,2023/11/29,14,128
SC4,2023/11/25,15,0
SC4,2023/11/3,5,1234
SC4,2023/11/8,16,0
SC4,2023/11/28,20,1515
SC4,2023/11/1,11,174
SC4,2023/11/29,3,771
SC4,2023/11/26,9,0
SC4,2023/11/11,1,947
SC4,2023/11/14,2,2064
SC4,2023/11/14,20,2027
SC4,2023/11/26,14,3
SC4,2023/11/5,22,2013
SC4,2023/11/19,15,480
SC4,2023/11/7,18,709
SC4,2023/11/25,4,2251
SC4,2023/11/25,23,3136
SC4,2023/11/17,6,0
SC4,2023/11/12,14,1404
SC4,2023/11/4,16,0
SC4,2023/11/30,1,748
SC4,2023/11/28,1,600
SC4,2023/11/13,6,119
SC4,2023/11/15,17,0
SC4,2023/11/4,1,2790
SC4,2023/11/15,1,951
SC4,2023/11/28,16,0
SC4,2023/11/11,13,2014
SC4,2023/11/3,4,2313
SC4,2023/11/27,4,3683
SC4,2023/11/20,17,23
SC4,2023/11/22,17,34
SC4,2023/11/29,12,864
SC4,2023/11/1,9,597
