SC_ID,date,hour,value
SC14,2023/11/27,10,109
SC14,2023/11/7,21,33
SC14,2023/11/24,16,82
SC14,2023/11/6,20,71
SC14,2023/11/8,10,89
SC14,2023/11/3,23,16
SC14,2023/11/11,4,11
SC14,2023/11/19,19,127
SC14,2023/11/30,16,111
SC14,2023/11/24,9,120
SC14,2023/11/25,13,17
SC14,2023/11/2,21,99
SC14,2023/11/11,23,10
SC14,2023/11/17,14,199
SC14,2023/11/29,12,0
SC14,2023/11/19,22,34
SC14,2023/11/12,14,153
SC14,2023/11/11,13,143
SC14,2023/11/20,20,72
SC14,2023/11/10,16,102
SC14,2023/11/21,18,92
SC14,2023/11/27,8,100
SC14,2023/11/14,20,32
SC14,2023/11/9,9,113
SC14,2023/11/23,14,83
SC14,2023/11/22,21,44
SC14,2023/11/13,22,50
SC14,2023/11/29,8,73
SC14,2023/11/12,10,132
SC14,2023/11/27,18,148
SC14,2023/11/5,13,26
SC14,2023/11/2,17,110
SC14,2023/11/7,14,151
SC14,2023/11/5,11,126
SC14,2023/11/10,20,70
SC14,2023/11/8,17,80
SC14,2023/11/24,20,44
SC14,2023/11/15,17,100
SC14,2023/11/29,21,46
SC14,2023/11/19,11,195
SC14,2023/11/15,10,96
SC14,2023/11/8,14,147
SC14,2023/11/25,23,23
SC14,2023/11/28,16,170
SC14,2023/11/3,13,107
SC14,2023/11/21,17,78
SC14,2023/11/21,10,80
SC14,2023/11/9,15,102
SC14,2023/11/25,18,49
SC14,2023/11/17,8,74
SC14,2023/11/15,14,201
SC14,2023/11/28,21,46
SC14,2023/11/4,12,0
SC14,2023/11/30,21,53
SC14,2023/11/25,9,128
SC14,2023/11/17,13,117
SC14,2023/11/11,9,43
SC14,2023/11/20,14,191
SC14,2023/11/22,20,50
SC14,2023/11/27,17,93
SC14,2023/11/17,18,29
SC14,2023/11/15,22,38
SC14,2023/11/3,9,124
SC14,2023/11/25,8,70
SC14,2023/11/24,18,94
SC14,2023/11/4,11,45
SC14,2023/11/4,19,45
SC14,2023/11/5,23,13
SC14,2023/11/14,14,144
SC14,2023/11/23,16,146
SC14,2023/11/2,10,97
SC14,2023/11/26,14,165
SC14,2023/11/4,16,65
SC14,2023/11/19,20,69
SC14,2023/11/29,22,24
SC14,2023/11/28,10,145
SC14,2023/11/26,16,142
SC14,2023/11/23,12,0
SC14,2023/11/30,17,93
SC14,2023/11/2,7,63
SC14,2023/11/4,10,75
SC14,2023/11/26,13,66
SC14,2023/11/9,19,52
SC14,2023/11/21,22,20
SC14,2023/11/16,20,112
SC14,2023/11/18,23,18
SC14,2023/11/19,21,34
SC14,2023/11/11,14,199
SC14,2023/11/8,12,9
SC14,2023/11/12,12,13
SC14,2023/11/28,14,88
SC14,2023/11/14,23,14
SC14,2023/11/5,9,95
SC14,2023/11/8,8,57
SC14,2023/11/18,16,134
SC14,2023/11/7,12,9
SC14,2023/11/28,17,85
SC14,2023/11/22,15,123
SC14,2023/11/8,19,89
SC14,2023/11/19,8,33
SC14,2023/11/11,10,102
SC14,2023/11/25,10,90
SC14,2023/11/6,18,64
SC14,2023/11/2,9,60
SC14,2023/11/8,11,81
SC14,2023/11/24,22,57
SC14,2023/11/25,17,81
SC14,2023/11/5,12,6
SC14,2023/11/29,17,121
SC14,2023/11/10,12,8
SC14,2023/11/10,21,116
SC14,2023/11/22,14,82
SC14,2023/11/21,13,0
SC14,2023/11/3,10,141
SC14,2023/11/4,13,42
SC14,2023/11/26,23,19
SC14,2023/11/25,12,1
SC14,2023/11/30,11,158
SC14,2023/11/7,19,64
SC14,2023/11/29,10,111
SC14,2023/11/16,21,42
SC14,2023/11/25,16,150
SC14,2023/11/12,18,19
SC14,2023/11/30,22,65
SC14,2023/11/15,23,22
SC14,2023/11/1,21,57
SC14,2023/11/3,14,129
SC14,2023/11/15,11,130
SC14,2023/11/7,16,79
SC14,2023/11/13,8,102
SC14,2023/11/4,22,116
SC14,2023/11/1,12,89
SC14,2023/11/19,14,49
SC14,2023/11/15,13,102
SC14,2023/11/29,15,185
SC14,2023/11/13,23,13
SC14,2023/11/21,11,162
SC14,2023/11/21,19,156
SC14,2023/11/4,21,180
SC14,2023/11/24,12,0
SC14,2023/11/16,16,155
SC14,2023/11/18,14,144
SC14,2023/11/3,18,17
SC14,2023/11/11,18,33
SC14,2023/11/18,9,114
SC14,2023/11/3,8,88
SC14,2023/11/30,19,246
