SC_ID,date,hour,value
SC37,2023/11/11,10,41
SC37,2023/11/15,16,144
SC37,2023/11/14,19,68
SC37,2023/11/7,8,69
SC37,2023/11/29,15,44
SC37,2023/11/20,15,28
SC37,2023/11/5,21,149
SC37,2023/11/28,13,42
SC37,2023/11/29,9,50
SC37,2023/11/8,19,51
SC37,2023/11/3,10,49
SC37,2023/11/4,13,21
SC37,2023/11/1,22,27
SC37,2023/11/5,19,96
SC37,2023/11/25,22,281
SC37,2023/11/28,9,51
SC37,2023/11/14,15,40
SC37,2023/11/21,14,39
SC37,2023/11/26,11,30
SC37,2023/11/23,13,38
SC37,2023/11/10,13,99
SC37,2023/11/7,13,78
SC37,2023/11/20,11,22
SC37,2023/11/10,9,45
SC37,2023/11/7,23,56
SC37,2023/11/13,20,73
SC37,2023/11/20,10,39
SC37,2023/11/10,8,29
SC37,2023/11/17,10,44
SC37,2023/11/21,17,37
SC37,2023/11/17,8,29
SC37,2023/11/9,15,62
SC37,2023/11/30,15,126
SC37,2023/11/7,18,124
SC37,2023/11/29,11,33
SC37,2023/11/1,8,176
SC37,2023/11/2,19,0
SC37,2023/11/2,11,38
SC37,2023/11/28,15,24
SC37,2023/11/8,13,125
SC37,2023/11/23,18,145
SC37,2023/11/16,18,153
SC37,2023/11/6,22,60
SC37,2023/11/5,14,90
SC37,2023/11/4,15,9
SC37,2023/11/17,17,30
SC37,2023/11/11,7,6
SC37,2023/11/19,18,60
SC37,2023/11/14,16,41
SC37,2023/11/20,17,33
SC37,2023/11/16,8,35
SC37,2023/11/19,10,38
SC37,2023/11/23,9,47
SC37,2023/11/8,20,0
SC37,2023/11/2,16,40
SC37,2023/11/29,16,43
SC37,2023/11/1,13,81
SC37,2023/11/17,18,123
SC37,2023/11/19,17,27
SC37,2023/11/29,19,2
SC37,2023/11/6,15,35
SC37,2023/11/27,14,33
SC37,2023/11/22,19,0
SC37,2023/11/6,23,130
SC37,2023/11/20,9,28
SC37,2023/11/10,21,9
SC37,2023/11/16,9,53
SC37,2023/11/22,11,29
SC37,2023/11/15,14,81
SC37,2023/11/27,20,0
SC37,2023/11/16,13,146
SC37,2023/11/14,17,148
SC37,2023/11/14,10,48
SC37,2023/11/14,11,29
SC37,2023/11/5,10,57
SC37,2023/11/5,17,49
SC37,2023/11/12,13,41
SC37,2023/11/27,10,38
SC37,2023/11/26,16,185
SC37,2023/11/16,20,37
SC37,2023/11/27,17,188
SC37,2023/11/18,16,36
SC37,2023/11/6,11,46
SC37,2023/11/5,22,232
SC37,2023/11/14,9,44
SC37,2023/11/6,13,142
SC37,2023/11/29,20,0
SC37,2023/11/7,19,101
SC37,2023/11/23,19,0
SC37,2023/11/27,12,30
SC37,2023/11/13,16,47
SC37,2023/11/15,8,39
SC37,2023/11/25,19,63
SC37,2023/11/22,9,51
SC37,2023/11/19,9,33
SC37,2023/11/11,11,120
SC37,2023/11/4,14,16
SC37,2023/11/12,21,58
SC37,2023/11/9,13,92
SC37,2023/11/21,8,32
SC37,2023/11/15,12,155
SC37,2023/11/26,20,34
SC37,2023/11/15,23,56
SC37,2023/11/1,12,70
SC37,2023/11/13,19,32
SC37,2023/11/8,17,110
SC37,2023/11/12,17,14
SC37,2023/11/24,20,0
SC37,2023/11/7,14,63
SC37,2023/11/2,8,23
SC37,2023/11/12,10,39
SC37,2023/11/1,20,0
SC37,2023/11/20,12,20
SC37,2023/11/24,8,28
SC37,2023/11/13,9,43
SC37,2023/11/9,11,34
SC37,2023/11/9,19,113
SC37,2023/11/10,20,64
SC37,2023/11/23,11,27
SC37,2023/11/24,15,30
SC37,2023/11/1,15,80
SC37,2023/11/12,12,35
SC37,2023/11/28,14,32
SC37,2023/11/3,11,24
SC37,2023/11/17,15,27
SC37,2023/11/23,14,41
SC37,2023/11/29,8,10
SC37,2023/11/14,12,28
SC37,2023/11/6,16,27
SC37,2023/11/5,11,13
SC37,2023/11/8,10,123
SC37,2023/11/19,15,28
SC37,2023/11/22,12,33
SC37,2023/11/7,9,98
SC37,2023/11/24,13,2
SC37,2023/11/7,22,99
SC37,2023/11/29,13,116
SC37,2023/11/5,16,121
SC37,2023/11/12,15,41
SC37,2023/11/24,10,38
SC37,2023/11/7,7,52
SC37,2023/11/1,17,78
SC37,2023/11/8,15,131
SC37,2023/11/13,11,34
SC37,2023/11/1,10,80
SC37,2023/11/26,14,47
SC37,2023/11/14,18,45
SC37,2023/11/14,20,0
SC37,2023/11/10,16,40
SC37,2023/11/18,14,165
SC37,2023/11/9,9,58
SC37,2023/11/1,21,0
SC37,2023/11/8,18,141
SC37,2023/11/12,18,51
SC37,2023/11/3,16,26
SC37,2023/11/25,16,80
SC37,2023/11/15,21,129
SC37,2023/11/24,12,19
SC37,2023/11/16,0,125
SC37,2023/11/28,22,262
SC37,2023/11/27,8,18
SC37,2023/11/26,15,34
SC37,2023/11/7,0,20
SC37,2023/11/15,9,67
SC37,2023/11/9,17,54
SC37,2023/11/11,12,23
SC37,2023/11/20,18,186
SC37,2023/11/24,17,23
SC37,2023/11/3,12,12
SC37,2023/11/25,12,163
SC37,2023/11/9,10,58
SC37,2023/11/25,21,218
SC37,2023/11/17,16,29
SC37,2023/11/18,15,41
SC37,2023/11/12,20,48
SC37,2023/11/13,14,40
SC37,2023/11/15,18,96
SC37,2023/11/15,15,90
SC37,2023/11/30,16,51
SC37,2023/11/4,17,44
SC37,2023/11/8,11,36
SC37,2023/11/11,17,23
SC37,2023/11/1,7,6
SC37,2023/11/5,9,57
SC37,2023/11/4,10,44
SC37,2023/11/5,12,30
SC37,2023/11/25,17,30
SC37,2023/11/30,13,51
SC37,2023/11/12,11,22
SC37,2023/11/25,11,4
SC37,2023/11/13,10,46
SC37,2023/11/12,19,76
SC37,2023/11/16,14,40
SC37,2023/11/28,23,9
SC37,2023/11/22,10,42
SC37,2023/11/13,17,41
SC37,2023/11/22,16,27
SC37,2023/11/29,10,48
SC37,2023/11/2,10,70
SC37,2023/11/25,10,29
SC37,2023/11/25,18,117
SC37,2023/11/29,17,115
SC37,2023/11/6,20,156
SC37,2023/11/27,18,57
SC37,2023/11/21,18,165
