SC_ID,date,hour,value
SC40,2023/11/23,12,13
SC40,2023/11/21,19,125
SC40,2023/11/9,16,265
SC40,2023/11/26,22,187
SC40,2023/11/8,0,183
SC40,2023/11/26,18,113
SC40,2023/11/9,12,3
SC40,2023/11/7,19,354
SC40,2023/11/30,2,2
SC40,2023/11/24,19,163
SC40,2023/11/28,20,136
SC40,2023/11/28,11,103
SC40,2023/11/16,10,119
SC40,2023/11/18,8,136
SC40,2023/11/27,0,140
SC40,2023/11/25,11,135
SC40,2023/11/3,19,356
SC40,2023/11/17,15,197
SC40,2023/11/28,14,225
SC40,2023/11/17,9,165
SC40,2023/11/2,0,320
SC40,2023/11/15,8,184
SC40,2023/11/17,23,191
SC40,2023/11/21,15,172
SC40,2023/11/15,22,183
SC40,2023/11/30,12,10
SC40,2023/11/25,9,129
SC40,2023/11/3,9,165
SC40,2023/11/28,21,184
SC40,2023/11/13,1,532
SC40,2023/11/8,18,153
SC40,2023/11/25,19,142
SC40,2023/11/12,12,4
SC40,2023/11/11,11,416
SC40,2023/11/27,15,205
SC40,2023/11/30,1,126
SC40,2023/11/22,10,125
SC40,2023/11/28,1,84
SC40,2023/11/26,7,32
SC40,2023/11/9,14,369
SC40,2023/11/29,0,148
SC40,2023/11/26,8,161
SC40,2023/11/10,10,163
SC40,2023/11/16,17,56
SC40,2023/11/4,21,279
SC40,2023/11/17,13,221
SC40,2023/11/30,21,263
SC40,2023/11/15,7,33
SC40,2023/11/8,1,240
SC40,2023/11/20,9,145
SC40,2023/11/22,9,148
SC40,2023/11/2,20,382
SC40,2023/11/27,12,10
SC40,2023/11/6,23,257
SC40,2023/11/7,11,142
SC40,2023/11/23,19,158
SC40,2023/11/5,8,175
SC40,2023/11/30,17,137
SC40,2023/11/13,18,125
SC40,2023/11/21,11,99
SC40,2023/11/12,1,386
SC40,2023/11/29,20,133
SC40,2023/11/1,5,507
SC40,2023/11/27,21,251
SC40,2023/11/17,1,40
SC40,2023/11/18,22,182
SC40,2023/11/6,14,347
SC40,2023/11/29,7,24
SC40,2023/11/19,20,156
SC40,2023/11/7,21,202
SC40,2023/11/8,8,231
SC40,2023/11/28,10,145
SC40,2023/11/4,17,88
SC40,2023/11/23,21,272
SC40,2023/11/5,9,167
SC40,2023/11/30,10,165
SC40,2023/11/8,12,5
SC40,2023/11/8,21,247
SC40,2023/11/19,9,141
SC40,2023/11/23,16,196
SC40,2023/11/2,10,155
SC40,2023/11/6,20,228
SC40,2023/11/29,17,126
SC40,2023/11/5,13,165
SC40,2023/11/6,2,84
SC40,2023/11/5,23,273
SC40,2023/11/27,18,152
SC40,2023/11/13,8,102
SC40,2023/11/20,14,284
SC40,2023/11/3,11,166
SC40,2023/11/10,21,1000
SC40,2023/11/7,16,269
SC40,2023/11/14,14,341
SC40,2023/11/16,21,172
SC40,2023/11/29,10,151
SC40,2023/11/15,0,141
SC40,2023/11/5,17,96
SC40,2023/11/10,12,0
SC40,2023/11/2,17,161
SC40,2023/11/22,14,222
SC40,2023/11/2,7,129
SC40,2023/11/1,16,441
SC40,2023/11/10,0,171
SC40,2023/11/24,12,6
SC40,2023/11/14,9,115
SC40,2023/11/13,16,168
SC40,2023/11/11,9,357
SC40,2023/11/26,1,45
SC40,2023/11/12,8,360
SC40,2023/11/28,17,130
SC40,2023/11/24,15,182
SC40,2023/11/5,20,202
SC40,2023/11/13,13,164
SC40,2023/11/12,21,292
SC40,2023/11/30,13,141
SC40,2023/11/26,16,170
SC40,2023/11/29,19,158
SC40,2023/11/12,13,463
SC40,2023/11/12,23,236
SC40,2023/11/4,15,299
SC40,2023/11/5,19,342
SC40,2023/11/28,12,3
SC40,2023/11/11,19,513
SC40,2023/11/4,14,315
SC40,2023/11/2,11,218
SC40,2023/11/30,15,198
SC40,2023/11/19,17,89
SC40,2023/11/1,8,414
SC40,2023/11/7,18,158
SC40,2023/11/6,7,26
SC40,2023/11/8,23,438
SC40,2023/11/8,13,261
SC40,2023/11/23,18,142
SC40,2023/11/19,10,119
SC40,2023/11/28,13,180
SC40,2023/11/28,23,248
SC40,2023/11/11,10,377
SC40,2023/11/8,19,333
SC40,2023/11/24,22,224
SC40,2023/11/12,11,294
SC40,2023/11/11,17,299
SC40,2023/11/30,23,217
SC40,2023/11/4,23,288
SC40,2023/11/29,9,176
SC40,2023/11/4,13,154
SC40,2023/11/25,10,144
SC40,2023/11/24,7,39
SC40,2023/11/12,19,463
SC40,2023/11/23,8,153
SC40,2023/11/2,15,551
SC40,2023/11/1,22,533
SC40,2023/11/14,22,172
SC40,2023/11/20,7,21
SC40,2023/11/13,23,199
SC40,2023/11/29,15,223
SC40,2023/11/5,2,142
SC40,2023/11/20,17,100
SC40,2023/11/4,1,246
SC40,2023/11/2,2,447
SC40,2023/11/28,15,184
SC40,2023/11/24,16,155
SC40,2023/11/16,15,207
SC40,2023/11/9,8,254
SC40,2023/11/18,13,159
SC40,2023/11/29,18,139
SC40,2023/11/12,22,237
SC40,2023/11/19,16,128
SC40,2023/11/3,16,271
SC40,2023/11/11,16,551
SC40,2023/11/4,22,281
SC40,2023/11/1,21,628
SC40,2023/11/6,21,263
SC40,2023/11/30,8,152
SC40,2023/11/20,11,120
SC40,2023/11/8,22,285
SC40,2023/11/10,1,144
SC40,2023/11/24,14,243
SC40,2023/11/20,19,190
SC40,2023/11/22,11,126
SC40,2023/11/13,20,163
SC40,2023/11/14,19,227
SC40,2023/11/3,0,202
SC40,2023/11/6,12,3
SC40,2023/11/29,22,185
SC40,2023/11/2,22,414
SC40,2023/11/25,12,10
SC40,2023/11/3,12,2
SC40,2023/11/15,15,189
SC40,2023/11/11,20,483
SC40,2023/11/10,9,250
SC40,2023/11/11,0,623
SC40,2023/11/21,22,246
SC40,2023/11/7,8,198
SC40,2023/11/27,9,166
SC40,2023/11/22,22,250
SC40,2023/11/9,19,390
SC40,2023/11/6,10,151
SC40,2023/11/20,22,209
SC40,2023/11/3,10,171
SC40,2023/11/6,16,241
SC40,2023/11/2,9,182
SC40,2023/11/9,0,251
SC40,2023/11/1,7,390
SC40,2023/11/6,18,132
SC40,2023/11/5,21,265
SC40,2023/11/19,8,147
SC40,2023/11/7,23,270
SC40,2023/11/27,14,226
SC40,2023/11/13,2,130
SC40,2023/11/6,13,173
SC40,2023/11/23,11,140
SC40,2023/11/1,15,445
SC40,2023/11/18,1,136
SC40,2023/11/4,10,164
SC40,2023/11/10,17,192
SC40,2023/11/12,3,361
SC40,2023/11/30,14,247
SC40,2023/11/27,10,173
SC40,2023/11/29,11,107
SC40,2023/11/5,14,310
SC40,2023/11/24,8,162
SC40,2023/11/2,19,432
SC40,2023/11/11,2,542
SC40,2023/11/24,20,157
SC40,2023/11/1,2,477
SC40,2023/11/16,11,67
SC40,2023/11/19,0,147
SC40,2023/11/12,4,30
SC40,2023/11/14,7,1
SC40,2023/11/6,17,101
SC40,2023/11/6,22,251
SC40,2023/11/9,1,182
SC40,2023/11/17,10,120
SC40,2023/11/16,8,155
SC40,2023/11/6,8,177
SC40,2023/11/23,7,29
SC40,2023/11/14,21,186
SC40,2023/11/2,8,225
SC40,2023/11/25,22,199
SC40,2023/11/11,7,378
SC40,2023/11/30,22,208
SC40,2023/11/12,18,154
SC40,2023/11/16,18,90
SC40,2023/11/22,7,32
SC40,2023/11/14,11,180
SC40,2023/11/6,15,304
SC40,2023/11/14,10,150
SC40,2023/11/27,23,202
SC40,2023/11/10,18,254
SC40,2023/11/3,8,17
SC40,2023/11/19,22,198
SC40,2023/11/19,7,27
SC40,2023/11/30,19,152
SC40,2023/11/25,8,161
SC40,2023/11/28,19,157
SC40,2023/11/8,9,225
SC40,2023/11/4,19,341
SC40,2023/11/1,18,644
SC40,2023/11/30,11,126
SC40,2023/11/17,17,75
