SC_ID,date,hour,value
SC49,2023/11/6,16,0
SC49,2023/11/30,7,0
SC49,2023/11/2,22,1100
SC49,2023/11/23,2,522
SC49,2023/11/8,1,900
SC49,2023/11/10,10,129
SC49,2023/11/27,12,334
SC49,2023/11/21,3,849
SC49,2023/11/15,13,611
SC49,2023/11/1,21,984
SC49,2023/11/10,2,536
SC49,2023/11/16,2,822
SC49,2023/11/18,16,0
SC49,2023/11/19,21,791
SC49,2023/11/4,18,0
SC49,2023/11/3,14,370
SC49,2023/11/7,1,773
SC49,2023/11/26,6,11
SC49,2023/11/8,17,0
SC49,2023/11/24,2,354
SC49,2023/11/14,12,422
SC49,2023/11/2,8,110
SC49,2023/11/11,3,1260
SC49,2023/11/8,10,121
SC49,2023/11/22,12,64
SC49,2023/11/22,16,0
SC49,2023/11/20,12,16
SC49,2023/11/1,2,639
SC49,2023/11/7,2,388
SC49,2023/11/7,20,715
SC49,2023/11/14,16,0
SC49,2023/11/27,22,270
SC49,2023/11/23,20,591
SC49,2023/11/16,14,166
SC49,2023/11/20,21,887
SC49,2023/11/20,16,0
SC49,2023/11/22,21,946
SC49,2023/11/26,12,430
SC49,2023/11/13,10,220
SC49,2023/11/13,17,0
SC49,2023/11/10,22,213
SC49,2023/11/16,22,187
SC49,2023/11/18,18,0
SC49,2023/11/29,4,622
SC49,2023/11/2,23,120
SC49,2023/11/9,21,490
SC49,2023/11/13,5,799
SC49,2023/11/27,11,109
SC49,2023/11/20,8,0
SC49,2023/11/2,6,57
SC49,2023/11/4,0,194
SC49,2023/11/9,12,50
SC49,2023/11/16,7,0
SC49,2023/11/28,0,276
SC49,2023/11/23,10,105
SC49,2023/11/10,0,127
SC49,2023/11/22,1,518
SC49,2023/11/14,1,952
SC49,2023/11/1,12,307
SC49,2023/11/24,12,75
SC49,2023/11/11,16,255
SC49,2023/11/7,10,143
SC49,2023/11/14,8,0
SC49,2023/11/22,8,0
SC49,2023/11/16,17,0
SC49,2023/11/9,16,0
SC49,2023/11/10,17,0
SC49,2023/11/16,10,79
SC49,2023/11/26,8,0
SC49,2023/11/21,11,180
SC49,2023/11/10,19,311
SC49,2023/11/17,9,49
SC49,2023/11/21,19,174
SC49,2023/11/5,8,0
SC49,2023/11/1,5,679
SC49,2023/11/24,5,611
SC49,2023/11/2,20,766
